1976|1|3|13|14|16|22|28|34|
1976|2|1|8|15|22|31|36|26|
1976|3|4|13|32|34|35|36|21|
1976|4|4|19|21|23|24|29|12|
1976|5|6|8|9|16|17|34|24|
1976|6|6|15|17|22|26|34|23|
1976|7|2|3|15|22|23|31|13|
1976|8|9|13|22|24|26|27|34|
1976|9|3|7|11|16|24|30|34|
1976|10|3|14|17|18|24|33|32|
1976|11|2|7|9|20|24|26|10|
1976|12|4|23|24|25|27|33|14|
1976|13|1|18|19|20|27|30|3|
1976|14|8|12|14|22|25|34|36|
1976|15|1|4|8|14|22|25|19|
1976|16|6|15|17|18|28|32|10|
1976|17|2|7|19|23|28|32|3|
1976|18|13|14|19|25|32|33|11|
1976|19|8|23|24|29|30|31|22|
1976|20|2|8|12|13|25|34|15|
1976|21|8|13|14|18|25|31|6|
1976|22|3|4|15|17|21|23|29|
1976|23|17|19|27|29|34|35|5|
1976|24|8|14|19|21|23|34|4|
1976|25|7|14|16|27|30|34|10|
1976|26|2|16|25|29|33|36|6|
1976|27|7|14|16|19|26|29|31|
1976|28|6|7|14|15|17|29|28|
1976|29|3|9|13|15|29|35|32|
1976|30|4|8|11|14|23|24|34|
1976|31|1|10|12|18|20|21|4|
1976|32|5|6|9|11|25|30|33|
1976|33|3|5|9|12|13|15|16|
1976|34|6|10|20|27|30|36|14|
1976|35|1|3|6|15|25|26|19|
1976|36|3|7|25|28|31|35|12|
1976|37|3|13|15|26|27|33|14|
1976|38|5|22|25|28|29|34|27|
1976|39|1|5|7|20|21|35|15|
1976|40|4|6|9|16|23|30|36|
1976|41|8|14|16|26|35|36|6|
1976|42|10|11|12|16|20|34|30|
1976|43|12|14|15|25|32|36|11|
1976|44|9|14|16|20|32|34|29|
1976|45|5|8|14|25|26|35|21|
1976|46|12|15|20|23|30|35|14|
1976|47|8|19|25|28|31|34|6|
1976|48|6|7|13|15|16|28|1|
1976|49|8|16|19|29|34|35|20|
1976|50|3|6|14|17|18|22|33|
1977|1|3|4|11|15|18|31|25|
1977|2|11|18|20|21|23|29|5|
1977|3|2|13|19|23|26|34|25|
1977|4|15|20|33|34|35|36|10|
1977|5|5|6|12|18|26|32|10|
1977|6|21|22|23|25|30|35|1|
1977|7|4|9|16|23|27|30|36|
1977|8|7|9|14|22|24|29|28|
1977|9|8|13|21|24|32|33|12|
1977|10|7|11|12|17|29|31|28|
1977|11|6|8|14|24|30|36|21|
1977|12|3|7|10|25|26|35|19|
1977|13|4|6|9|10|15|30|35|
1977|14|11|14|16|17|23|24|36|
1977|15|5|8|14|19|33|35|21|
1977|16|11|13|14|16|29|36|18|
1977|17|2|4|9|21|24|26|27|
1977|18|1|15|20|21|24|27|30|
1977|19|17|20|22|23|33|36|4|
1977|20|9|17|18|20|26|30|23|
1977|21|6|8|12|16|19|25|29|
