期貨商代號,名稱,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計
Date,,20110801,,,,,,,,,,,,,,20110802,,,,,,,,,,,,,,20110803,,,,,,,,,,,,,,20110804,,,,,,,,,,,,,,20110805,,,,,,,,,,,,,,20110808,,,,,,,,,,,,,,20110809,,,,,,,,,,,,,,20110810,,,,,,,,,,,,,,20110811,,,,,,,,,,,,,,20110812,,,,,,,,,,,,,,20110815,,,,,,,,,,,,,
F006000,元大期貨,0,0,7178.000000000000000,0,1443.000000000000000,2269.000000000000000,18832.00000000000000,0,0,311.0000000000000000,0,44.00000000000000000,124.0000000000000000,30201.00000000000000,0,0,9288.00000000000000,0,1997.000000000000000,2444.000000000000000,23479.00000000000000,0,0,244.0000000000000000,0,67.00000000000000000,152.0000000000000000,37671.00000000000000,0,0,9728.00000000000000,0,1701.000000000000000,2839.000000000000000,23097.00000000000000,0,0,309.0000000000000000,1.000000000000000000,105.0000000000000000,816.0000000000000000,38596.00000000000000,0,0,13101.00000000000000,0,2433.000000000000000,5322.000000000000000,31959.00000000000000,0,0,235.0000000000000000,1.000000000000000000,79.00000000000000000,2965.000000000000000,56095.00000000000000,0,0,15456.00000000000000,0,4257.000000000000000,8396.000000000000000,47226.00000000000000,0,0,420.0000000000000000,4.000000000000000000,66.00000000000000000,520.0000000000000000,76345.00000000000000,0,0,20035.00000000000000,0,5034.000000000000000,10546.00000000000000,68990.00000000000000,0,0,562.0000000000000000,2.000000000000000000,853.0000000000000000,713.0000000000000000,106735.0000000000000,0,0,20260.00000000000000,0,2856.000000000000000,4823.000000000000000,53821.00000000000000,3.000000000000000000,0,137.0000000000000000,1.000000000000000000,277.0000000000000000,501.0000000000000000,82679.00000000000000,0,0,14262.00000000000000,1.000000000000000000,3380.000000000000000,6437.000000000000000,40204.00000000000000,3.000000000000000000,0,585.0000000000000000,2.000000000000000000,64.00000000000000000,166.0000000000000000,65104.00000000000000,0,0,18202.00000000000000,0,3500.000000000000000,8762.000000000000000,51333.00000000000000,2.000000000000000000,0,277.0000000000000000,1.000000000000000000,260.0000000000000000,330.0000000000000000,82667.00000000000000,0,0,16938.00000000000000,0,3211.000000000000000,5772.000000000000000,40157.00000000000000,5.000000000000000000,0,394.0000000000000000,1.000000000000000000,70.00000000000000000,245.0000000000000000,66793.00000000000000,0,0,10101.00000000000000,0,2488.000000000000000,3076.000000000000000,22951.00000000000000,2.000000000000000000,0,228.0000000000000000,0,36.00000000000000000,329.0000000000000000,39211.00000000000000
F004000,凱基期貨,0,0,8797.000000000000000,2.000000000000000000,1959.000000000000000,1510.000000000000000,13582.00000000000000,0,0,308.0000000000000000,0,19.00000000000000000,1300.000000000000000,27477.00000000000000,0,0,11311.00000000000000,10.00000000000000000,1992.000000000000000,1311.000000000000000,17524.00000000000000,0,0,394.0000000000000000,2.000000000000000000,65.00000000000000000,675.0000000000000000,33284.00000000000000,0,0,11601.00000000000000,1.000000000000000000,1772.000000000000000,1580.000000000000000,19681.00000000000000,0,0,189.0000000000000000,6.000000000000000000,75.00000000000000000,911.0000000000000000,35816.00000000000000,0,0,14798.00000000000000,1.000000000000000000,2232.000000000000000,2278.000000000000000,25814.00000000000000,0,0,238.0000000000000000,0,34.00000000000000000,550.0000000000000000,45945.00000000000000,0,0,16932.00000000000000,19.00000000000000000,3653.000000000000000,3726.000000000000000,34159.00000000000000,0,2.000000000000000000,627.0000000000000000,5.000000000000000000,50.00000000000000000,880.0000000000000000,60053.00000000000000,0,0,21679.00000000000000,1.000000000000000000,4920.000000000000000,3429.000000000000000,60529.00000000000000,0,2.000000000000000000,361.0000000000000000,20.00000000000000000,107.0000000000000000,725.0000000000000000,91773.00000000000000,0,0,22528.00000000000000,2.000000000000000000,5386.000000000000000,3478.000000000000000,90166.00000000000000,0,0,545.0000000000000000,12.00000000000000000,80.00000000000000000,778.0000000000000000,122975.0000000000000,0,0,15787.00000000000000,2.000000000000000000,2777.000000000000000,2184.000000000000000,50137.00000000000000,0,0,344.0000000000000000,4.000000000000000000,41.00000000000000000,953.000000000000000,72229.00000000000000,0,0,20873.00000000000000,10.00000000000000000,2707.000000000000000,2080.000000000000000,59540.00000000000000,0,0,174.0000000000000000,9.000000000000000000,77.00000000000000000,638.0000000000000000,86108.00000000000000,0,0,17223.00000000000000,2.000000000000000000,2327.000000000000000,1587.000000000000000,39296.00000000000000,0,0,198.0000000000000000,9.000000000000000000,29.00000000000000000,980.000000000000000,61651.00000000000000,0,0,10886.00000000000000,0,1358.000000000000000,1286.000000000000000,19254.00000000000000,0,0,109.0000000000000000,23.00000000000000000,69.00000000000000000,476.0000000000000000,33461.00000000000000
F021000,寶來曼氏期貨,0,0,8178.000000000000000,0,1374.000000000000000,2456.000000000000000,15701.00000000000000,0,0,102.0000000000000000,11.00000000000000000,24.00000000000000000,831.0000000000000000,28677.00000000000000,0,0,10944.00000000000000,6.000000000000000000,1543.000000000000000,2108.000000000000000,18494.00000000000000,0,0,156.0000000000000000,21.00000000000000000,24.00000000000000000,457.0000000000000000,33753.00000000000000,0,0,11619.00000000000000,0,1968.000000000000000,2031.000000000000000,20873.00000000000000,2.000000000000000000,0,108.0000000000000000,4.000000000000000000,134.0000000000000000,786.0000000000000000,37525.00000000000000,0,0,13933.00000000000000,0,2270.000000000000000,3854.000000000000000,27763.00000000000000,0,0,93.0000000000000000,27.00000000000000000,31.00000000000000000,909.0000000000000000,48880.00000000000000,0,0,16016.00000000000000,3.000000000000000000,2974.000000000000000,4228.000000000000000,35327.00000000000000,0,0,68.00000000000000000,24.00000000000000000,60.00000000000000000,427.0000000000000000,59127.00000000000000,0,0,20360.00000000000000,0,2926.000000000000000,4628.000000000000000,41894.00000000000000,4.000000000000000000,0,107.0000000000000000,53.00000000000000000,205.0000000000000000,969.000000000000000,71146.00000000000000,0,0,21036.00000000000000,0,2276.000000000000000,3840.000000000000000,40897.00000000000000,0,0,16.00000000000000000,1.000000000000000000,160.0000000000000000,682.0000000000000000,68908.00000000000000,0,0,15256.00000000000000,2.000000000000000000,1847.000000000000000,2870.000000000000000,31052.00000000000000,0,0,102.0000000000000000,16.00000000000000000,54.00000000000000000,591.0000000000000000,51790.00000000000000,0,0,18743.00000000000000,0,1959.000000000000000,3161.000000000000000,35050.00000000000000,0,0,37.00000000000000000,2.000000000000000000,106.0000000000000000,639.0000000000000000,59697.00000000000000,0,0,15443.00000000000000,0,1518.000000000000000,2728.000000000000000,32674.00000000000000,0,0,69.00000000000000000,26.00000000000000000,60.00000000000000000,530.0000000000000000,53048.00000000000000,0,0,10612.00000000000000,0,1057.000000000000000,2084.000000000000000,23948.00000000000000,0,0,29.00000000000000000,129.0000000000000000,22.00000000000000000,361.0000000000000000,38242.00000000000000
F002000,永豐期貨,0,0,10775.00000000000000,0,746.0000000000000000,1504.000000000000000,12093.00000000000000,0,0,62.00000000000000000,1.000000000000000000,11.00000000000000000,402.0000000000000000,25594.00000000000000,0,0,12708.00000000000000,0,763.0000000000000000,925.000000000000000,15603.00000000000000,0,0,146.0000000000000000,14.00000000000000000,32.00000000000000000,470.0000000000000000,30661.00000000000000,0,0,14283.00000000000000,0,967.000000000000000,1352.000000000000000,17330.00000000000000,0,0,127.0000000000000000,24.00000000000000000,100.0000000000000000,1599.000000000000000,35782.00000000000000,0,0,17962.00000000000000,0,1001.000000000000000,2322.000000000000000,21109.00000000000000,0,0,66.00000000000000000,18.00000000000000000,90.00000000000000000,611.0000000000000000,43179.00000000000000,0,0,25407.00000000000000,2.000000000000000000,1005.000000000000000,2418.000000000000000,29132.00000000000000,0,0,91.00000000000000000,7.000000000000000000,23.00000000000000000,1199.000000000000000,59284.00000000000000,0,0,35395.00000000000000,2.000000000000000000,1266.000000000000000,2360.000000000000000,42271.00000000000000,0,0,152.0000000000000000,19.00000000000000000,101.0000000000000000,559.0000000000000000,82125.00000000000000,0,0,43764.00000000000000,0,608.0000000000000000,1947.000000000000000,39452.00000000000000,0,0,29.00000000000000000,13.00000000000000000,115.0000000000000000,304.0000000000000000,86232.00000000000000,0,0,23411.00000000000000,1.000000000000000000,468.0000000000000000,1406.000000000000000,25717.00000000000000,0,0,63.00000000000000000,8.000000000000000000,20.00000000000000000,569.0000000000000000,51663.00000000000000,0,0,29555.00000000000000,8.000000000000000000,671.0000000000000000,1720.000000000000000,30022.00000000000000,0,0,26.00000000000000000,17.00000000000000000,53.00000000000000000,470.0000000000000000,62542.00000000000000,0,0,21234.00000000000000,0,655.0000000000000000,1514.000000000000000,26946.00000000000000,0,0,34.00000000000000000,18.00000000000000000,28.00000000000000000,485.0000000000000000,50914.00000000000000,0,0,12578.00000000000000,0,703.0000000000000000,1189.000000000000000,18774.00000000000000,0,0,38.00000000000000000,37.00000000000000000,55.00000000000000000,1103.000000000000000,34477.00000000000000
F020000,群益期貨,0,0,7761.000000000000000,0,567.0000000000000000,703.0000000000000000,11313.00000000000000,0,0,26.00000000000000000,1.000000000000000000,11.00000000000000000,1262.000000000000000,21644.00000000000000,0,0,9307.00000000000000,0,463.0000000000000000,685.0000000000000000,14324.00000000000000,0,0,53.00000000000000000,0,8.000000000000000000,5498.000000000000000,30338.00000000000000,0,0,10574.00000000000000,0,759.0000000000000000,1044.000000000000000,17347.00000000000000,0,0,62.00000000000000000,1.000000000000000000,38.00000000000000000,5193.000000000000000,35018.00000000000000,0,0,12622.00000000000000,0,681.0000000000000000,1323.000000000000000,21312.00000000000000,0,0,42.00000000000000000,4.000000000000000000,28.00000000000000000,2548.000000000000000,38560.00000000000000,0,0,14454.00000000000000,0,723.0000000000000000,1158.000000000000000,29840.00000000000000,0,0,42.00000000000000000,1.000000000000000000,80.00000000000000000,700.0000000000000000,46998.00000000000000,0,0,18126.00000000000000,1.000000000000000000,760.0000000000000000,1333.000000000000000,38713.00000000000000,0,0,51.00000000000000000,5.000000000000000000,134.0000000000000000,2511.000000000000000,61634.00000000000000,0,0,19850.00000000000000,0,562.0000000000000000,1276.000000000000000,32558.00000000000000,0,0,92.00000000000000000,3.000000000000000000,29.00000000000000000,3306.000000000000000,57676.00000000000000,0,0,13511.00000000000000,0,433.0000000000000000,1448.000000000000000,18569.00000000000000,0,0,29.00000000000000000,1.000000000000000000,18.00000000000000000,832.0000000000000000,34841.00000000000000,0,0,16700.00000000000000,0,436.0000000000000000,1520.000000000000000,24089.00000000000000,0,0,86.00000000000000000,2.000000000000000000,44.00000000000000000,2249.000000000000000,45126.00000000000000,0,0,15277.00000000000000,0,575.0000000000000000,1021.000000000000000,22966.00000000000000,0,0,29.00000000000000000,7.000000000000000000,7.000000000000000000,1058.000000000000000,40940.00000000000000,0,0,9770.00000000000000,0,401.0000000000000000,685.0000000000000000,18657.00000000000000,0,0,13.00000000000000000,4.000000000000000000,10.00000000000000000,2714.000000000000000,32254.00000000000000
F021999,寶來曼氏期貨自營,0,0,3303.000000000000000,0,344.0000000000000000,403.0000000000000000,7146.000000000000000,0,0,0,0,0,159.0000000000000000,11355.00000000000000,0,0,4857.000000000000000,0,360.0000000000000000,438.0000000000000000,13743.00000000000000,0,0,2.000000000000000000,0,0,111.0000000000000000,19511.00000000000000,0,0,4629.000000000000000,0,518.0000000000000000,557.0000000000000000,14525.00000000000000,0,0,0,0,0,172.0000000000000000,20401.00000000000000,0,0,8156.000000000000000,0,525.0000000000000000,647.0000000000000000,20944.00000000000000,0,0,0,0,0,203.0000000000000000,30475.00000000000000,0,0,35976.00000000000000,0,443.0000000000000000,560.0000000000000000,19816.00000000000000,0,0,0,0,0,95.0000000000000000,56890.00000000000000,0,0,55803.00000000000000,0,737.0000000000000000,829.0000000000000000,32632.00000000000000,0,0,0,0,0,182.0000000000000000,90183.00000000000000,0,0,100338.0000000000000,0,732.0000000000000000,807.0000000000000000,34201.00000000000000,0,0,0,0,0,47.00000000000000000,136125.0000000000000,0,0,23054.00000000000000,0,571.0000000000000000,445.0000000000000000,15592.00000000000000,0,0,0,0,0,46.00000000000000000,39708.00000000000000,0,0,28278.00000000000000,0,412.0000000000000000,598.0000000000000000,24492.00000000000000,0,0,0,0,0,43.00000000000000000,53823.00000000000000,0,0,14470.00000000000000,0,373.0000000000000000,443.0000000000000000,21609.00000000000000,0,0,0,0,0,52.00000000000000000,36947.00000000000000,0,0,8081.000000000000000,0,362.0000000000000000,346.0000000000000000,12410.00000000000000,0,0,0,0,0,177.0000000000000000,21376.00000000000000
S844000,摩根大通證券,0,0,4263.000000000000000,0,78.00000000000000000,378.0000000000000000,11358.00000000000000,0,0,174.0000000000000000,0,0,0,16251.00000000000000,0,0,5912.000000000000000,0,103.0000000000000000,168.0000000000000000,13316.00000000000000,0,0,192.0000000000000000,0,0,0,19691.00000000000000,0,0,6065.000000000000000,0,125.0000000000000000,283.0000000000000000,14140.00000000000000,0,0,80.00000000000000000,0,0,0,20693.00000000000000,0,0,7515.000000000000000,0,95.0000000000000000,365.0000000000000000,18396.00000000000000,0,0,7.000000000000000000,0,0,0,26378.00000000000000,0,0,8425.000000000000000,0,115.0000000000000000,639.0000000000000000,23087.00000000000000,0,0,156.0000000000000000,0,0,0,32422.00000000000000,0,0,1194.000000000000000,0,13.00000000000000000,473.0000000000000000,5089.000000000000000,0,0,210.0000000000000000,0,0,0,6979.000000000000000,0,0,12068.00000000000000,0,192.0000000000000000,395.0000000000000000,28072.00000000000000,0,0,170.0000000000000000,0,0,0,40897.00000000000000,0,0,10799.00000000000000,0,90.00000000000000000,958.000000000000000,22874.00000000000000,0,0,156.0000000000000000,0,0,0,34877.00000000000000,0,0,11554.00000000000000,0,106.0000000000000000,539.0000000000000000,22504.00000000000000,0,0,0,0,0,0,34703.00000000000000,0,0,10904.00000000000000,0,120.0000000000000000,177.0000000000000000,21148.00000000000000,0,0,0,0,0,0,32349.00000000000000,0,0,7516.000000000000000,0,367.0000000000000000,655.0000000000000000,15885.00000000000000,0,0,0,0,0,0,24423.00000000000000
F007000,日盛期貨,0,0,4934.000000000000000,0,336.0000000000000000,666.0000000000000000,8686.000000000000000,0,0,8.000000000000000000,2.000000000000000000,14.00000000000000000,213.0000000000000000,14859.00000000000000,0,0,5908.000000000000000,0,383.0000000000000000,592.0000000000000000,9416.00000000000000,0,0,11.00000000000000000,0,18.00000000000000000,607.0000000000000000,16935.00000000000000,0,0,6562.000000000000000,0,446.0000000000000000,819.0000000000000000,8814.000000000000000,0,0,5.000000000000000000,21.00000000000000000,52.00000000000000000,861.0000000000000000,17580.00000000000000,0,0,8272.000000000000000,0,653.0000000000000000,1010.000000000000000,13345.00000000000000,0,0,98.0000000000000000,0,32.00000000000000000,318.0000000000000000,23728.00000000000000,0,0,8947.000000000000000,0,501.0000000000000000,1004.000000000000000,20031.00000000000000,0,0,49.00000000000000000,18.00000000000000000,30.00000000000000000,77.00000000000000000,30657.00000000000000,0,0,11213.00000000000000,0,559.0000000000000000,969.000000000000000,24005.00000000000000,0,0,10.00000000000000000,7.000000000000000000,160.0000000000000000,195.0000000000000000,37118.00000000000000,0,0,12637.00000000000000,0,549.0000000000000000,924.000000000000000,26949.00000000000000,0,0,141.0000000000000000,10.00000000000000000,74.00000000000000000,388.0000000000000000,41672.00000000000000,0,0,8440.000000000000000,0,340.0000000000000000,683.0000000000000000,18694.00000000000000,0,0,12.00000000000000000,0,24.00000000000000000,199.0000000000000000,28392.00000000000000,0,0,11392.00000000000000,0,616.0000000000000000,1048.000000000000000,33314.00000000000000,0,0,107.0000000000000000,2.000000000000000000,61.00000000000000000,162.0000000000000000,46702.00000000000000,0,0,10089.00000000000000,0,553.0000000000000000,864.0000000000000000,20965.00000000000000,0,0,8.000000000000000000,1.000000000000000000,14.00000000000000000,101.0000000000000000,32595.00000000000000,0,0,6195.000000000000000,0,1250.000000000000000,657.0000000000000000,13539.00000000000000,0,0,16.00000000000000000,0,42.00000000000000000,169.0000000000000000,21868.00000000000000
F008000,統一期貨,0,0,3828.000000000000000,0,597.0000000000000000,1021.000000000000000,6935.000000000000000,0,0,90.00000000000000000,0,11.00000000000000000,5399.000000000000000,17881.00000000000000,0,0,4693.000000000000000,0,730.0000000000000000,738.0000000000000000,9593.00000000000000,0,0,173.0000000000000000,1.000000000000000000,13.00000000000000000,537.0000000000000000,16478.00000000000000,0,0,5703.000000000000000,0,941.000000000000000,1012.000000000000000,8186.000000000000000,0,0,52.00000000000000000,0,44.00000000000000000,859.0000000000000000,16797.00000000000000,0,0,7593.000000000000000,0,946.000000000000000,1800.000000000000000,12044.00000000000000,0,0,39.00000000000000000,0,15.00000000000000000,456.0000000000000000,22893.00000000000000,0,0,8053.000000000000000,0,860.0000000000000000,2233.000000000000000,18170.00000000000000,0,0,33.00000000000000000,0,34.00000000000000000,424.0000000000000000,29807.00000000000000,0,0,9685.00000000000000,0,1061.000000000000000,2374.000000000000000,26925.00000000000000,0,0,70.00000000000000000,2.000000000000000000,95.0000000000000000,286.0000000000000000,40498.00000000000000,0,0,10181.00000000000000,0,758.0000000000000000,1912.000000000000000,21817.00000000000000,0,0,33.00000000000000000,2.000000000000000000,38.00000000000000000,269.0000000000000000,35010.00000000000000,0,0,6367.000000000000000,0,830.0000000000000000,1507.000000000000000,15681.00000000000000,0,0,42.00000000000000000,0,16.00000000000000000,677.0000000000000000,25120.00000000000000,0,0,8725.000000000000000,0,1014.000000000000000,1737.000000000000000,21633.00000000000000,0,0,5.000000000000000000,4.000000000000000000,27.00000000000000000,145.0000000000000000,33290.00000000000000,0,0,7461.000000000000000,0,1052.000000000000000,1193.000000000000000,14803.00000000000000,0,0,0,0,21.00000000000000000,180.0000000000000000,24710.00000000000000,0,0,5178.000000000000000,0,561.0000000000000000,682.0000000000000000,9975.00000000000000,0,0,4.000000000000000000,0,19.00000000000000000,180.0000000000000000,16599.00000000000000
