期貨商代號,名稱,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
Date,,20120502,,,,,,,,,,,,,20120503,,,,,,,,,,,,,20120504,,,,,,,,,,,,,20120507,,,,,,,,,,,,,20120508,,,,,,,,,,,,,20120509,,,,,,,,,,,,,20120510,,,,,,,,,,,,,20120511,,,,,,,,,,,,,20120514,,,,,,,,,,,,,20120515,,,,,,,,,,,,
F021000,元大寶來期貨,0,0,36715.00000000000000,0,4646.000000000000000,3772.000000000000000,59203.00000000000000,0,236.0000000000000000,10.00000000000000000,110.0000000000000000,1904.000000000000000,106596.0000000000000,0,0,19838.00000000000000,0,2851.000000000000000,1734.000000000000000,32639.00000000000000,0,34.00000000000000000,9.000000000000000000,32.00000000000000000,622.0000000000000000,57759.00000000000000,0,0,24777.00000000000000,0,2669.000000000000000,2568.000000000000000,45444.00000000000000,0,69.00000000000000000,33.00000000000000000,100.0000000000000000,1428.000000000000000,77088.00000000000000,0,0,32414.00000000000000,0,3154.000000000000000,2956.000000000000000,53699.00000000000000,0,103.0000000000000000,30.00000000000000000,300.0000000000000000,860.0000000000000000,93516.0000000000000,0,0,20814.00000000000000,0,2545.000000000000000,1711.000000000000000,32650.00000000000000,0,69.00000000000000000,7.000000000000000000,93.0000000000000000,531.0000000000000000,58420.00000000000000,0,0,30742.00000000000000,0,3381.000000000000000,2945.000000000000000,55234.00000000000000,0,138.0000000000000000,7.000000000000000000,290.0000000000000000,695.0000000000000000,93432.0000000000000,0,0,29963.00000000000000,0,3035.000000000000000,2540.000000000000000,50156.00000000000000,0,167.0000000000000000,6.000000000000000000,63.00000000000000000,799.0000000000000000,86729.00000000000000,0,2.000000000000000000,35404.00000000000000,0,3206.000000000000000,3899.000000000000000,53579.00000000000000,0,62.00000000000000000,13.00000000000000000,102.0000000000000000,1307.000000000000000,97574.0000000000000,0,0,27147.00000000000000,0,3096.000000000000000,4253.000000000000000,48189.00000000000000,0,65.00000000000000000,77.00000000000000000,137.0000000000000000,800.0000000000000000,83764.00000000000000,0,0,34288.00000000000000,0,4214.000000000000000,4313.000000000000000,67943.00000000000000,0,78.00000000000000000,85.00000000000000000,234.0000000000000000,2013.000000000000000,113168.0000000000000
F004000,凱基期貨,0,0,12822.00000000000000,0,1102.000000000000000,986.000000000000000,22822.00000000000000,0,79.00000000000000000,0,7.000000000000000000,1714.000000000000000,39532.00000000000000,0,0,8419.000000000000000,0,697.0000000000000000,439.0000000000000000,12524.00000000000000,0,0,0,1.000000000000000000,1083.000000000000000,23163.00000000000000,0,0,12486.00000000000000,0,1243.000000000000000,879.0000000000000000,19267.00000000000000,0,47.00000000000000000,0,13.00000000000000000,1720.000000000000000,35655.00000000000000,0,0,11942.00000000000000,0,760.0000000000000000,761.0000000000000000,20109.00000000000000,0,1.000000000000000000,0,11.00000000000000000,1700.000000000000000,35284.00000000000000,0,0,9783.00000000000000,0,669.0000000000000000,638.0000000000000000,13741.00000000000000,0,2.000000000000000000,0,4.000000000000000000,1432.000000000000000,26269.00000000000000,0,0,12158.00000000000000,3.000000000000000000,1092.000000000000000,830.0000000000000000,19488.00000000000000,0,23.00000000000000000,0,34.00000000000000000,1435.000000000000000,35063.00000000000000,0,0,12169.00000000000000,0,767.0000000000000000,676.0000000000000000,19989.00000000000000,0,3.000000000000000000,0,7.000000000000000000,1268.000000000000000,34879.00000000000000,0,0,12744.00000000000000,9.000000000000000000,1437.000000000000000,1046.000000000000000,23283.00000000000000,0,2.000000000000000000,0,6.000000000000000000,1071.000000000000000,39598.00000000000000,1.000000000000000000,0,10618.00000000000000,0,1011.000000000000000,389.0000000000000000,20539.00000000000000,0,2.000000000000000000,0,2.000000000000000000,819.0000000000000000,33381.00000000000000,0,0,12794.00000000000000,0,1301.000000000000000,681.0000000000000000,27821.00000000000000,0,2.000000000000000000,2.000000000000000000,6.000000000000000000,1168.000000000000000,43775.00000000000000
F020000,群益期貨,0,0,14772.00000000000000,0,537.0000000000000000,595.0000000000000000,19544.00000000000000,0,5.000000000000000000,11.00000000000000000,3.000000000000000000,1099.000000000000000,36566.00000000000000,0,0,9251.00000000000000,0,335.0000000000000000,303.0000000000000000,14112.00000000000000,0,9.000000000000000000,7.000000000000000000,13.00000000000000000,610.0000000000000000,24640.00000000000000,0,0,14557.00000000000000,0,475.0000000000000000,514.0000000000000000,20324.00000000000000,0,4.000000000000000000,0,5.000000000000000000,648.0000000000000000,36527.00000000000000,0,0,12831.00000000000000,0,314.0000000000000000,412.0000000000000000,17950.00000000000000,0,2.000000000000000000,8.000000000000000000,15.00000000000000000,473.0000000000000000,32005.00000000000000,0,0,10016.00000000000000,0,204.0000000000000000,245.0000000000000000,14158.00000000000000,0,0,3.000000000000000000,3.000000000000000000,418.0000000000000000,25047.00000000000000,0,0,13828.00000000000000,0,336.0000000000000000,476.0000000000000000,21076.00000000000000,0,2.000000000000000000,5.000000000000000000,22.00000000000000000,579.0000000000000000,36324.00000000000000,0,0,13633.00000000000000,0,301.0000000000000000,333.0000000000000000,20614.00000000000000,0,1.000000000000000000,10.00000000000000000,10.00000000000000000,561.0000000000000000,35463.00000000000000,0,0,14566.00000000000000,0,248.0000000000000000,413.0000000000000000,24212.00000000000000,0,17.00000000000000000,9.000000000000000000,13.00000000000000000,618.0000000000000000,40096.00000000000000,0,0,11341.00000000000000,0,261.0000000000000000,230.0000000000000000,17704.00000000000000,0,7.000000000000000000,1.000000000000000000,4.000000000000000000,451.0000000000000000,29999.00000000000000,0,0,15011.00000000000000,0,631.0000000000000000,386.0000000000000000,23003.00000000000000,0,9.000000000000000000,1.000000000000000000,14.00000000000000000,662.0000000000000000,39717.00000000000000
F002000,永豐期貨,0,0,15166.00000000000000,0,968.000000000000000,1025.000000000000000,16144.00000000000000,0,96.0000000000000000,24.00000000000000000,6.000000000000000000,574.0000000000000000,34003.00000000000000,0,0,9285.00000000000000,0,391.0000000000000000,402.0000000000000000,9289.00000000000000,0,15.00000000000000000,4.000000000000000000,3.000000000000000000,263.0000000000000000,19652.00000000000000,0,0,13380.00000000000000,0,803.0000000000000000,715.0000000000000000,14792.00000000000000,0,46.00000000000000000,14.00000000000000000,16.00000000000000000,344.0000000000000000,30110.00000000000000,0,0,13503.00000000000000,0,481.0000000000000000,778.0000000000000000,11132.00000000000000,0,29.00000000000000000,7.000000000000000000,4.000000000000000000,344.0000000000000000,26278.00000000000000,0,0,10220.00000000000000,0,378.0000000000000000,298.0000000000000000,9061.000000000000000,0,38.00000000000000000,11.00000000000000000,3.000000000000000000,229.0000000000000000,20238.00000000000000,0,0,13818.00000000000000,0,550.0000000000000000,371.0000000000000000,15144.00000000000000,0,76.00000000000000000,5.000000000000000000,35.00000000000000000,309.0000000000000000,30308.00000000000000,0,0,12729.00000000000000,0,460.0000000000000000,353.0000000000000000,12964.00000000000000,0,56.00000000000000000,0,12.00000000000000000,361.0000000000000000,26935.00000000000000,0,0,14838.00000000000000,1.000000000000000000,528.0000000000000000,630.0000000000000000,14347.00000000000000,0,32.00000000000000000,0,8.000000000000000000,382.0000000000000000,30766.00000000000000,0,0,12178.00000000000000,0,413.0000000000000000,509.0000000000000000,16236.00000000000000,0,36.00000000000000000,3.000000000000000000,1.000000000000000000,206.0000000000000000,29582.00000000000000,0,0,13826.00000000000000,0,682.0000000000000000,1031.000000000000000,19625.00000000000000,0,145.0000000000000000,14.00000000000000000,8.000000000000000000,504.0000000000000000,35835.00000000000000
F008000,統一期貨,0,0,6985.000000000000000,0,450.0000000000000000,489.0000000000000000,14066.00000000000000,0,4.000000000000000000,6.000000000000000000,2.000000000000000000,1510.000000000000000,23512.00000000000000,0,0,3554.000000000000000,0,249.0000000000000000,179.0000000000000000,6457.000000000000000,0,0,4.000000000000000000,13.00000000000000000,513.0000000000000000,10969.00000000000000,0,0,5663.000000000000000,0,423.0000000000000000,419.0000000000000000,11808.00000000000000,0,1.000000000000000000,6.000000000000000000,26.00000000000000000,567.0000000000000000,18913.00000000000000,0,0,5715.000000000000000,0,332.0000000000000000,410.0000000000000000,9591.00000000000000,0,1.000000000000000000,2.000000000000000000,151.0000000000000000,604.0000000000000000,16806.00000000000000,0,0,4239.000000000000000,0,193.0000000000000000,413.0000000000000000,7768.000000000000000,0,0,3.000000000000000000,52.00000000000000000,496.0000000000000000,13164.00000000000000,0,0,6177.000000000000000,0,187.0000000000000000,208.0000000000000000,10637.00000000000000,0,1.000000000000000000,9.000000000000000000,59.00000000000000000,387.0000000000000000,17665.00000000000000,0,0,5914.000000000000000,0,252.0000000000000000,376.0000000000000000,9353.00000000000000,0,0,3.000000000000000000,22.00000000000000000,258.0000000000000000,16178.00000000000000,0,0,5602.000000000000000,0,184.0000000000000000,401.0000000000000000,10231.00000000000000,0,2.000000000000000000,3.000000000000000000,1.000000000000000000,382.0000000000000000,16806.00000000000000,0,0,5088.000000000000000,0,144.0000000000000000,123.0000000000000000,7330.000000000000000,0,0,8.000000000000000000,24.00000000000000000,325.0000000000000000,13042.00000000000000,0,0,7044.000000000000000,0,318.0000000000000000,420.0000000000000000,11269.00000000000000,0,3.000000000000000000,8.000000000000000000,31.00000000000000000,436.0000000000000000,19529.00000000000000
F007000,日盛期貨,0,0,6596.000000000000000,0,344.0000000000000000,308.0000000000000000,9576.00000000000000,0,1.000000000000000000,28.00000000000000000,11.00000000000000000,256.0000000000000000,17120.00000000000000,0,0,3816.000000000000000,0,153.0000000000000000,137.0000000000000000,6808.000000000000000,0,2.000000000000000000,5.000000000000000000,2.000000000000000000,63.00000000000000000,10986.00000000000000,0,0,6528.000000000000000,0,272.0000000000000000,322.0000000000000000,9212.000000000000000,0,12.00000000000000000,73.00000000000000000,25.00000000000000000,137.0000000000000000,16581.00000000000000,0,0,6241.000000000000000,0,233.0000000000000000,441.0000000000000000,9190.000000000000000,0,37.00000000000000000,17.00000000000000000,18.00000000000000000,102.0000000000000000,16279.00000000000000,0,0,4639.000000000000000,0,186.0000000000000000,160.0000000000000000,7057.000000000000000,0,2.000000000000000000,36.00000000000000000,3.000000000000000000,153.0000000000000000,12236.00000000000000,0,0,6290.000000000000000,0,204.0000000000000000,193.0000000000000000,10066.00000000000000,0,15.00000000000000000,17.00000000000000000,20.00000000000000000,147.0000000000000000,16952.00000000000000,0,0,6236.000000000000000,0,200.0000000000000000,422.0000000000000000,12146.00000000000000,0,1.000000000000000000,18.00000000000000000,5.000000000000000000,99.0000000000000000,19127.00000000000000,0,0,6386.000000000000000,0,265.0000000000000000,468.0000000000000000,9510.00000000000000,0,4.000000000000000000,13.00000000000000000,6.000000000000000000,150.0000000000000000,16802.00000000000000,0,0,5381.000000000000000,0,114.0000000000000000,498.0000000000000000,7198.000000000000000,0,0,3.000000000000000000,12.00000000000000000,99.0000000000000000,13305.00000000000000,0,0,6653.000000000000000,0,548.0000000000000000,441.0000000000000000,10828.00000000000000,0,7.000000000000000000,49.00000000000000000,15.00000000000000000,126.0000000000000000,18667.00000000000000
F021999,元大寶來期貨自營,0,0,4768.000000000000000,0,653.0000000000000000,725.0000000000000000,14820.00000000000000,0,0,0,0,784.0000000000000000,21750.00000000000000,0,0,1706.000000000000000,0,428.0000000000000000,454.0000000000000000,4319.000000000000000,0,0,0,0,413.0000000000000000,7320.000000000000000,0,0,3992.000000000000000,0,558.0000000000000000,884.0000000000000000,11998.00000000000000,0,0,0,0,678.0000000000000000,18110.00000000000000,0,0,4721.000000000000000,0,423.0000000000000000,665.0000000000000000,10344.00000000000000,0,0,0,0,584.0000000000000000,16737.00000000000000,0,0,1536.000000000000000,0,537.0000000000000000,335.0000000000000000,5707.000000000000000,0,0,0,0,553.0000000000000000,8668.000000000000000,0,0,3774.000000000000000,0,460.0000000000000000,590.0000000000000000,10400.00000000000000,0,0,0,0,701.0000000000000000,15925.00000000000000,0,0,3257.000000000000000,0,427.0000000000000000,420.0000000000000000,10183.00000000000000,0,0,0,0,553.0000000000000000,14840.00000000000000,0,0,4075.000000000000000,0,354.0000000000000000,648.0000000000000000,12199.00000000000000,0,0,0,0,469.0000000000000000,17745.00000000000000,0,0,2004.000000000000000,0,316.0000000000000000,325.0000000000000000,7299.000000000000000,0,0,0,0,768.0000000000000000,10712.00000000000000,0,0,2208.000000000000000,0,531.0000000000000000,623.0000000000000000,10458.00000000000000,0,0,0,0,834.0000000000000000,14654.00000000000000
S980999,元大寶來證券自營,0,0,1289.000000000000000,0,140.0000000000000000,117.0000000000000000,4973.000000000000000,0,310.0000000000000000,45.00000000000000000,40.00000000000000000,9796.00000000000000,16710.00000000000000,0,0,168.0000000000000000,0,7.000000000000000000,37.00000000000000000,1999.000000000000000,0,90.00000000000000000,14.00000000000000000,56.00000000000000000,6256.000000000000000,8627.000000000000000,0,0,530.0000000000000000,0,66.00000000000000000,86.00000000000000000,4106.000000000000000,0,185.0000000000000000,80.00000000000000000,48.00000000000000000,10480.00000000000000,15581.00000000000000,0,0,654.0000000000000000,0,176.0000000000000000,134.0000000000000000,4889.000000000000000,0,128.0000000000000000,37.00000000000000000,97.0000000000000000,10541.00000000000000,16656.00000000000000,0,0,281.0000000000000000,0,74.00000000000000000,68.00000000000000000,2721.000000000000000,0,16.00000000000000000,17.00000000000000000,24.00000000000000000,9697.00000000000000,12898.00000000000000,0,0,204.0000000000000000,0,132.0000000000000000,134.0000000000000000,4255.000000000000000,0,129.0000000000000000,36.00000000000000000,169.0000000000000000,9717.00000000000000,14776.00000000000000,0,0,131.0000000000000000,0,50.00000000000000000,99.0000000000000000,3519.000000000000000,0,193.0000000000000000,6.000000000000000000,108.0000000000000000,10092.00000000000000,14198.00000000000000,0,0,230.0000000000000000,0,73.00000000000000000,166.0000000000000000,4861.000000000000000,0,87.00000000000000000,7.000000000000000000,41.00000000000000000,9638.00000000000000,15103.00000000000000,0,0,205.0000000000000000,0,71.00000000000000000,30.00000000000000000,3214.000000000000000,0,120.0000000000000000,32.00000000000000000,145.0000000000000000,10298.00000000000000,14115.00000000000000,0,0,462.0000000000000000,0,163.0000000000000000,128.0000000000000000,6023.000000000000000,0,238.0000000000000000,64.00000000000000000,59.00000000000000000,11988.00000000000000,19125.00000000000000
F029000,康和期貨,0,0,7420.000000000000000,0,271.0000000000000000,450.0000000000000000,8140.000000000000000,0,7.000000000000000000,27.00000000000000000,26.00000000000000000,217.0000000000000000,16558.00000000000000,0,0,5170.000000000000000,0,123.0000000000000000,197.0000000000000000,4625.000000000000000,0,2.000000000000000000,2.000000000000000000,4.000000000000000000,75.00000000000000000,10198.00000000000000,0,0,7210.000000000000000,0,133.0000000000000000,499.0000000000000000,7217.000000000000000,0,9.000000000000000000,10.00000000000000000,16.00000000000000000,447.0000000000000000,15541.00000000000000,0,0,7138.000000000000000,0,161.0000000000000000,284.0000000000000000,7152.000000000000000,0,0,2.000000000000000000,7.000000000000000000,247.0000000000000000,14991.00000000000000,0,0,5800.000000000000000,0,76.00000000000000000,129.0000000000000000,4857.000000000000000,0,1.000000000000000000,0,3.000000000000000000,69.00000000000000000,10935.00000000000000,0,0,7044.000000000000000,0,110.0000000000000000,276.0000000000000000,6220.000000000000000,0,6.000000000000000000,2.000000000000000000,36.00000000000000000,143.0000000000000000,13837.00000000000000,0,0,7929.000000000000000,0,119.0000000000000000,166.0000000000000000,6575.000000000000000,0,4.000000000000000000,7.000000000000000000,11.00000000000000000,284.0000000000000000,15095.00000000000000,0,0,7701.000000000000000,0,77.00000000000000000,315.0000000000000000,7300.000000000000000,0,4.000000000000000000,7.000000000000000000,9.000000000000000000,520.0000000000000000,15933.00000000000000,0,0,6381.000000000000000,0,132.0000000000000000,132.0000000000000000,6194.000000000000000,0,0,0,13.00000000000000000,98.0000000000000000,12950.00000000000000,0,0,7386.000000000000000,0,182.0000000000000000,194.0000000000000000,7098.000000000000000,0,1.000000000000000000,0,9.000000000000000000,367.0000000000000000,15237.00000000000000
