期貨商代號,名稱,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
Date,,20111101,,,,,,,,,,,,,20111102,,,,,,,,,,,,,20111103,,,,,,,,,,,,,20111104,,,,,,,,,,,,,20111107,,,,,,,,,,,,,20111108,,,,,,,,,,,,,20111109,,,,,,,,,,,,,20111110,,,,,,,,,,,,,20111111,,,,,,,,,,,,,20111114,,,,,,,,,,,,,20111115,,,,,,,,,,,,
F006000,元大期貨,0,0,16576.00000000000000,0,2208.000000000000000,3732.000000000000000,31378.00000000000000,0,250.0000000000000000,0,83.00000000000000000,308.0000000000000000,54535.00000000000000,0,0,16425.00000000000000,0,2196.000000000000000,3295.000000000000000,34273.00000000000000,1.000000000000000000,211.0000000000000000,4.000000000000000000,60.00000000000000000,400.0000000000000000,56865.00000000000000,0,0,17398.00000000000000,0,2156.000000000000000,4033.000000000000000,34970.00000000000000,0,106.0000000000000000,2.000000000000000000,32.00000000000000000,195.0000000000000000,58892.00000000000000,0,0,13098.00000000000000,0,1346.000000000000000,2241.000000000000000,29640.00000000000000,0,147.0000000000000000,0,46.00000000000000000,371.0000000000000000,46889.00000000000000,0,0,10577.00000000000000,0,1072.000000000000000,1810.000000000000000,21581.00000000000000,0,166.0000000000000000,2.000000000000000000,53.00000000000000000,322.0000000000000000,35583.00000000000000,0,0,13256.00000000000000,0,1871.000000000000000,3235.000000000000000,32026.00000000000000,0,130.0000000000000000,0,21.00000000000000000,327.0000000000000000,50866.00000000000000,0,0,10821.00000000000000,0,1389.000000000000000,2290.000000000000000,22150.00000000000000,0,43.00000000000000000,0,15.00000000000000000,200.0000000000000000,36908.00000000000000,0,0,16011.00000000000000,0,1890.000000000000000,3833.000000000000000,33626.00000000000000,0,142.0000000000000000,2.000000000000000000,15.00000000000000000,625.0000000000000000,56144.00000000000000,0,0,12419.00000000000000,0,1768.000000000000000,2498.000000000000000,27877.00000000000000,0,85.00000000000000000,0,3.000000000000000000,205.0000000000000000,44855.00000000000000,0,0,9356.00000000000000,0,3787.000000000000000,3202.000000000000000,31016.00000000000000,0,184.0000000000000000,1.000000000000000000,14.00000000000000000,394.0000000000000000,47954.00000000000000,0,0,9485.00000000000000,0,2487.000000000000000,2693.000000000000000,35827.00000000000000,0,406.0000000000000000,2.000000000000000000,12.00000000000000000,152.0000000000000000,51064.00000000000000
F004000,凱基期貨,0,0,17197.00000000000000,0,2050.000000000000000,1480.000000000000000,34517.00000000000000,0,246.0000000000000000,0,12.00000000000000000,897.0000000000000000,56399.00000000000000,0,0,17256.00000000000000,6.000000000000000000,1790.000000000000000,1267.000000000000000,31599.00000000000000,0,262.0000000000000000,1.000000000000000000,37.00000000000000000,1280.000000000000000,53498.00000000000000,0,0,17388.00000000000000,0,1846.000000000000000,1296.000000000000000,36896.00000000000000,0,365.0000000000000000,8.000000000000000000,12.00000000000000000,978.000000000000000,58789.00000000000000,0,0,13927.00000000000000,0,1590.000000000000000,1573.000000000000000,23952.00000000000000,0,169.0000000000000000,0,22.00000000000000000,1434.000000000000000,42667.00000000000000,0,0,11026.00000000000000,0,1040.000000000000000,1064.000000000000000,20147.00000000000000,0,124.0000000000000000,0,6.000000000000000000,1046.000000000000000,34453.00000000000000,0,0,14831.00000000000000,0,1452.000000000000000,1552.000000000000000,26714.00000000000000,0,266.0000000000000000,0,16.00000000000000000,769.0000000000000000,45600.00000000000000,0,0,12997.00000000000000,0,1049.000000000000000,730.0000000000000000,23579.00000000000000,0,116.0000000000000000,0,8.000000000000000000,1580.000000000000000,40059.00000000000000,0,0,16739.00000000000000,2.000000000000000000,1599.000000000000000,1090.000000000000000,34314.00000000000000,0,164.0000000000000000,1.000000000000000000,30.00000000000000000,1563.000000000000000,55502.00000000000000,0,0,13140.00000000000000,0,1115.000000000000000,913.0000000000000000,27502.00000000000000,0,133.0000000000000000,0,2.000000000000000000,1249.000000000000000,44054.00000000000000,0,0,10192.00000000000000,0,1804.000000000000000,1098.000000000000000,19661.00000000000000,0,180.0000000000000000,14.00000000000000000,15.00000000000000000,895.0000000000000000,33859.00000000000000,0,0,10044.00000000000000,0,940.000000000000000,951.000000000000000,20600.00000000000000,0,197.0000000000000000,0,20.00000000000000000,997.000000000000000,33749.00000000000000
F021000,寶來曼氏期貨,0,0,15975.00000000000000,0,1547.000000000000000,2724.000000000000000,26010.00000000000000,0,23.00000000000000000,0,39.00000000000000000,416.0000000000000000,46734.00000000000000,0,0,14630.00000000000000,0,1428.000000000000000,1668.000000000000000,21687.00000000000000,0,34.00000000000000000,1.000000000000000000,23.00000000000000000,652.0000000000000000,40123.00000000000000,0,0,14737.00000000000000,0,1333.000000000000000,2030.000000000000000,24008.00000000000000,0,35.00000000000000000,17.00000000000000000,18.00000000000000000,475.0000000000000000,42653.00000000000000,0,0,11426.00000000000000,0,1039.000000000000000,1732.000000000000000,16590.00000000000000,0,18.00000000000000000,19.00000000000000000,33.00000000000000000,452.0000000000000000,31309.00000000000000,0,0,8878.000000000000000,0,923.000000000000000,1143.000000000000000,14104.00000000000000,0,49.00000000000000000,3.000000000000000000,13.00000000000000000,382.0000000000000000,25495.00000000000000,0,0,12891.00000000000000,0,1196.000000000000000,2030.000000000000000,19865.00000000000000,0,31.00000000000000000,1.000000000000000000,28.00000000000000000,296.0000000000000000,36338.00000000000000,0,0,11364.00000000000000,0,1197.000000000000000,1233.000000000000000,17151.00000000000000,0,19.00000000000000000,1.000000000000000000,26.00000000000000000,325.0000000000000000,31316.00000000000000,0,0,14614.00000000000000,0,1392.000000000000000,2360.000000000000000,25519.00000000000000,0,28.00000000000000000,16.00000000000000000,37.00000000000000000,580.0000000000000000,44546.00000000000000,0,0,11196.00000000000000,0,1071.000000000000000,1239.000000000000000,20695.00000000000000,0,26.00000000000000000,0,33.00000000000000000,566.0000000000000000,34826.00000000000000,0,0,8299.000000000000000,0,1005.000000000000000,1221.000000000000000,15992.00000000000000,0,24.00000000000000000,156.0000000000000000,32.00000000000000000,329.0000000000000000,27058.00000000000000,0,0,8911.000000000000000,0,785.0000000000000000,992.000000000000000,15263.00000000000000,0,14.00000000000000000,178.0000000000000000,33.00000000000000000,433.0000000000000000,26609.00000000000000
F002000,永豐期貨,0,0,20183.00000000000000,0,587.0000000000000000,1040.000000000000000,19650.00000000000000,0,17.00000000000000000,0,30.00000000000000000,371.0000000000000000,41878.00000000000000,0,0,20686.00000000000000,8.000000000000000000,598.0000000000000000,707.0000000000000000,19075.00000000000000,0,13.00000000000000000,0,38.00000000000000000,265.0000000000000000,41390.00000000000000,0,0,22996.00000000000000,0,523.0000000000000000,848.0000000000000000,18551.00000000000000,0,17.00000000000000000,0,24.00000000000000000,243.0000000000000000,43202.00000000000000,0,0,17423.00000000000000,0,721.0000000000000000,889.0000000000000000,18706.00000000000000,0,7.000000000000000000,0,39.00000000000000000,265.0000000000000000,38050.00000000000000,0,0,12888.00000000000000,0,332.0000000000000000,334.0000000000000000,9695.00000000000000,0,6.000000000000000000,1.000000000000000000,35.00000000000000000,263.0000000000000000,23554.00000000000000,0,0,16650.00000000000000,0,356.0000000000000000,643.0000000000000000,15845.00000000000000,0,32.00000000000000000,16.00000000000000000,42.00000000000000000,252.0000000000000000,33836.00000000000000,0,0,15252.00000000000000,0,272.0000000000000000,403.0000000000000000,15262.00000000000000,0,12.00000000000000000,1.000000000000000000,51.00000000000000000,202.0000000000000000,31455.00000000000000,0,0,24061.00000000000000,2.000000000000000000,1194.000000000000000,966.000000000000000,28204.00000000000000,0,28.00000000000000000,4.000000000000000000,50.00000000000000000,322.0000000000000000,54831.00000000000000,0,0,17758.00000000000000,0,717.0000000000000000,443.0000000000000000,18106.00000000000000,0,27.00000000000000000,0,64.00000000000000000,225.0000000000000000,37340.00000000000000,0,0,14670.00000000000000,0,767.0000000000000000,842.0000000000000000,19281.00000000000000,0,44.00000000000000000,4.000000000000000000,24.00000000000000000,670.0000000000000000,36302.00000000000000,0,0,13645.00000000000000,0,873.0000000000000000,531.0000000000000000,18517.00000000000000,0,2.000000000000000000,0,20.00000000000000000,288.0000000000000000,33876.00000000000000
F020000,群益期貨,0,0,14555.00000000000000,0,440.0000000000000000,714.0000000000000000,18417.00000000000000,0,16.00000000000000000,8.000000000000000000,7.000000000000000000,1228.000000000000000,35385.00000000000000,0,0,13079.00000000000000,0,722.0000000000000000,831.0000000000000000,19105.00000000000000,0,18.00000000000000000,5.000000000000000000,8.000000000000000000,913.0000000000000000,34681.00000000000000,0,0,14055.00000000000000,0,606.0000000000000000,1034.000000000000000,18873.00000000000000,0,25.00000000000000000,13.00000000000000000,6.000000000000000000,887.0000000000000000,35499.00000000000000,0,0,10310.00000000000000,0,415.0000000000000000,631.0000000000000000,15845.00000000000000,0,45.00000000000000000,2.000000000000000000,7.000000000000000000,902.0000000000000000,28157.00000000000000,0,0,9766.00000000000000,0,421.0000000000000000,456.0000000000000000,12212.00000000000000,0,14.00000000000000000,0,11.00000000000000000,588.0000000000000000,23468.00000000000000,0,0,13066.00000000000000,0,590.0000000000000000,715.0000000000000000,19213.00000000000000,0,14.00000000000000000,0,27.00000000000000000,589.0000000000000000,34214.00000000000000,0,0,12026.00000000000000,0,459.0000000000000000,561.0000000000000000,14076.00000000000000,0,10.00000000000000000,2.000000000000000000,8.000000000000000000,633.0000000000000000,27775.00000000000000,0,0,14001.00000000000000,0,578.0000000000000000,794.0000000000000000,19065.00000000000000,0,7.000000000000000000,3.000000000000000000,5.000000000000000000,1182.000000000000000,35635.00000000000000,0,0,12723.00000000000000,0,420.0000000000000000,433.0000000000000000,15563.00000000000000,0,14.00000000000000000,3.000000000000000000,7.000000000000000000,1171.000000000000000,30334.00000000000000,0,0,8522.000000000000000,0,326.0000000000000000,420.0000000000000000,13880.00000000000000,0,15.00000000000000000,33.00000000000000000,6.000000000000000000,1060.000000000000000,24262.00000000000000,0,0,9444.00000000000000,0,1052.000000000000000,1945.000000000000000,21172.00000000000000,0,35.00000000000000000,18.00000000000000000,10.00000000000000000,875.0000000000000000,34551.00000000000000
F021999,寶來曼氏期貨自營,0,0,9273.00000000000000,0,284.0000000000000000,288.0000000000000000,16596.00000000000000,0,0,0,0,571.0000000000000000,27012.00000000000000,0,0,11824.00000000000000,0,289.0000000000000000,245.0000000000000000,13683.00000000000000,0,0,0,3.000000000000000000,754.0000000000000000,26798.00000000000000,0,0,12127.00000000000000,0,120.0000000000000000,142.0000000000000000,17001.00000000000000,0,8.000000000000000000,0,8.000000000000000000,674.0000000000000000,30080.00000000000000,0,0,10455.00000000000000,0,138.0000000000000000,145.0000000000000000,14295.00000000000000,0,0,0,0,545.0000000000000000,25578.00000000000000,0,0,4056.000000000000000,0,242.0000000000000000,234.0000000000000000,7196.000000000000000,0,0,0,10.00000000000000000,688.0000000000000000,12426.00000000000000,0,0,10000.00000000000000,0,160.0000000000000000,291.0000000000000000,18365.00000000000000,0,0,0,0,576.0000000000000000,29392.00000000000000,0,0,5898.000000000000000,0,342.0000000000000000,204.0000000000000000,11071.00000000000000,0,2.000000000000000000,0,0,593.0000000000000000,18110.00000000000000,0,0,13967.00000000000000,0,264.0000000000000000,346.0000000000000000,22568.00000000000000,0,54.00000000000000000,0,0,1057.000000000000000,38256.00000000000000,0,0,7454.000000000000000,0,330.0000000000000000,172.0000000000000000,9815.00000000000000,0,26.00000000000000000,0,0,874.0000000000000000,18671.00000000000000,0,0,7078.000000000000000,0,324.0000000000000000,282.0000000000000000,11961.00000000000000,0,46.00000000000000000,0,0,546.0000000000000000,20237.00000000000000,0,0,5505.000000000000000,0,266.0000000000000000,308.0000000000000000,6769.000000000000000,0,46.00000000000000000,0,0,493.0000000000000000,13387.00000000000000
F008000,統一期貨,0,0,8206.000000000000000,0,460.0000000000000000,384.0000000000000000,12315.00000000000000,0,1.000000000000000000,0,33.00000000000000000,374.0000000000000000,21773.00000000000000,0,0,7523.000000000000000,0,282.0000000000000000,512.0000000000000000,14476.00000000000000,0,1.000000000000000000,0,49.00000000000000000,372.0000000000000000,23215.00000000000000,0,0,7616.000000000000000,0,328.0000000000000000,786.0000000000000000,13810.00000000000000,0,1.000000000000000000,0,65.00000000000000000,258.0000000000000000,22864.00000000000000,0,0,6179.000000000000000,0,404.0000000000000000,718.0000000000000000,12368.00000000000000,0,11.00000000000000000,0,70.00000000000000000,453.0000000000000000,20203.00000000000000,0,0,4074.000000000000000,0,110.0000000000000000,372.0000000000000000,8243.000000000000000,0,0,0,44.00000000000000000,225.0000000000000000,13068.00000000000000,0,0,6412.000000000000000,0,313.0000000000000000,778.0000000000000000,13050.00000000000000,0,7.000000000000000000,0,65.00000000000000000,222.0000000000000000,20847.00000000000000,0,0,5813.000000000000000,0,430.0000000000000000,582.0000000000000000,8817.000000000000000,0,5.000000000000000000,0,31.00000000000000000,172.0000000000000000,15850.00000000000000,0,0,7886.000000000000000,0,623.0000000000000000,1049.000000000000000,12535.00000000000000,0,9.000000000000000000,0,27.00000000000000000,284.0000000000000000,22413.00000000000000,0,0,5714.000000000000000,0,440.0000000000000000,488.0000000000000000,12124.00000000000000,0,2.000000000000000000,0,30.00000000000000000,245.0000000000000000,19043.00000000000000,0,0,4285.000000000000000,0,364.0000000000000000,380.0000000000000000,6785.000000000000000,0,6.000000000000000000,0,4.000000000000000000,194.0000000000000000,12018.00000000000000,0,0,4739.000000000000000,0,176.0000000000000000,368.0000000000000000,7084.000000000000000,0,18.00000000000000000,0,3.000000000000000000,197.0000000000000000,12585.00000000000000
F007000,日盛期貨,0,0,8616.000000000000000,0,639.0000000000000000,783.0000000000000000,10711.00000000000000,0,83.00000000000000000,0,16.00000000000000000,241.0000000000000000,21089.00000000000000,0,0,8331.000000000000000,0,286.0000000000000000,606.0000000000000000,12388.00000000000000,0,185.0000000000000000,0,23.00000000000000000,320.0000000000000000,22139.00000000000000,0,0,9275.00000000000000,0,322.0000000000000000,564.0000000000000000,11933.00000000000000,0,98.0000000000000000,0,18.00000000000000000,288.0000000000000000,22498.00000000000000,0,0,6894.000000000000000,0,239.0000000000000000,522.0000000000000000,8816.000000000000000,0,122.0000000000000000,2.000000000000000000,22.00000000000000000,349.0000000000000000,16966.00000000000000,0,0,4868.000000000000000,0,203.0000000000000000,499.0000000000000000,5877.000000000000000,0,143.0000000000000000,2.000000000000000000,15.00000000000000000,319.0000000000000000,11926.00000000000000,0,0,7213.000000000000000,0,184.0000000000000000,695.0000000000000000,9959.00000000000000,0,6.000000000000000000,6.000000000000000000,16.00000000000000000,329.0000000000000000,18408.00000000000000,0,0,6614.000000000000000,0,191.0000000000000000,476.0000000000000000,8039.000000000000000,0,4.000000000000000000,0,6.000000000000000000,379.0000000000000000,15709.00000000000000,0,0,8489.000000000000000,0,173.0000000000000000,408.0000000000000000,11212.00000000000000,0,19.00000000000000000,12.00000000000000000,26.00000000000000000,219.0000000000000000,20558.00000000000000,0,0,7121.000000000000000,0,265.0000000000000000,380.0000000000000000,9364.00000000000000,0,132.0000000000000000,3.000000000000000000,29.00000000000000000,303.0000000000000000,17597.00000000000000,0,0,5224.000000000000000,0,262.0000000000000000,742.0000000000000000,6527.000000000000000,0,20.00000000000000000,1.000000000000000000,18.00000000000000000,221.0000000000000000,13015.00000000000000,0,0,4875.000000000000000,0,227.0000000000000000,1046.000000000000000,8422.000000000000000,0,124.0000000000000000,0,9.000000000000000000,397.0000000000000000,15100.00000000000000
F029000,康和期貨,0,0,10188.00000000000000,0,286.0000000000000000,393.0000000000000000,8876.000000000000000,0,17.00000000000000000,0,17.00000000000000000,85.00000000000000000,19862.00000000000000,0,0,9438.00000000000000,0,317.0000000000000000,245.0000000000000000,10378.00000000000000,0,2.000000000000000000,0,14.00000000000000000,143.0000000000000000,20537.00000000000000,0,0,10834.00000000000000,0,202.0000000000000000,330.0000000000000000,12244.00000000000000,0,17.00000000000000000,2.000000000000000000,17.00000000000000000,246.0000000000000000,23892.00000000000000,0,0,7876.000000000000000,0,153.0000000000000000,222.0000000000000000,7801.000000000000000,0,10.00000000000000000,1.000000000000000000,16.00000000000000000,86.00000000000000000,16165.00000000000000,0,0,6573.000000000000000,0,144.0000000000000000,189.0000000000000000,5939.000000000000000,0,6.000000000000000000,0,23.00000000000000000,241.0000000000000000,13115.00000000000000,0,0,8992.000000000000000,0,157.0000000000000000,284.0000000000000000,8403.000000000000000,0,1.000000000000000000,0,24.00000000000000000,41.00000000000000000,17902.00000000000000,0,0,8662.000000000000000,0,135.0000000000000000,227.0000000000000000,7396.000000000000000,0,8.000000000000000000,0,7.000000000000000000,58.00000000000000000,16493.00000000000000,0,0,10642.00000000000000,0,264.0000000000000000,319.0000000000000000,9829.00000000000000,0,3.000000000000000000,2.000000000000000000,14.00000000000000000,363.0000000000000000,21436.00000000000000,0,0,8413.000000000000000,0,163.0000000000000000,138.0000000000000000,8016.000000000000000,0,1.000000000000000000,0,8.000000000000000000,160.0000000000000000,16899.00000000000000,0,0,6303.000000000000000,0,183.0000000000000000,196.0000000000000000,5989.000000000000000,0,0,0,13.00000000000000000,156.0000000000000000,12840.00000000000000,0,0,5981.000000000000000,0,125.0000000000000000,152.0000000000000000,5832.000000000000000,0,0,2.000000000000000000,9.000000000000000000,67.00000000000000000,12168.00000000000000
