期貨商代號,名稱,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計
Date,,20110701,,,,,,,,,,,,,,20110704,,,,,,,,,,,,,,20110705,,,,,,,,,,,,,,20110706,,,,,,,,,,,,,,20110707,,,,,,,,,,,,,,20110708,,,,,,,,,,,,,,20110711,,,,,,,,,,,,,,20110712,,,,,,,,,,,,,,20110713,,,,,,,,,,,,,,20110714,,,,,,,,,,,,,,20110715,,,,,,,,,,,,,
F006000,元大期貨,0,0,9801.00000000000000,0,1190.000000000000000,2773.000000000000000,18392.00000000000000,0,0,11.00000000000000000,0,267.0000000000000000,98.0000000000000000,32532.00000000000000,0,0,7861.000000000000000,0,1236.000000000000000,2055.000000000000000,18659.00000000000000,1.000000000000000000,0,68.00000000000000000,5.000000000000000000,165.0000000000000000,276.0000000000000000,30326.00000000000000,0,0,6464.000000000000000,0,924.000000000000000,1331.000000000000000,15339.00000000000000,1.000000000000000000,0,116.0000000000000000,0,14.00000000000000000,234.0000000000000000,24423.00000000000000,0,0,8263.000000000000000,0,1380.000000000000000,1831.000000000000000,20880.00000000000000,0,0,99.0000000000000000,1.000000000000000000,89.00000000000000000,255.0000000000000000,32798.00000000000000,0,0,7037.000000000000000,0,1330.000000000000000,2142.000000000000000,17138.00000000000000,0,0,135.0000000000000000,0,221.0000000000000000,150.0000000000000000,28153.00000000000000,0,0,10027.00000000000000,0,2294.000000000000000,3424.000000000000000,28619.00000000000000,0,0,188.0000000000000000,0,41.00000000000000000,157.0000000000000000,44750.00000000000000,0,0,7312.000000000000000,0,2215.000000000000000,2188.000000000000000,19283.00000000000000,0,0,202.0000000000000000,1.000000000000000000,296.0000000000000000,214.0000000000000000,31711.00000000000000,0,0,9920.00000000000000,0,1899.000000000000000,3156.000000000000000,27837.00000000000000,2.000000000000000000,0,160.0000000000000000,0,219.0000000000000000,124.0000000000000000,43317.00000000000000,0,0,9296.00000000000000,0,1746.000000000000000,3363.000000000000000,20297.00000000000000,0,0,281.0000000000000000,4.000000000000000000,78.00000000000000000,338.0000000000000000,35403.00000000000000,0,0,13729.00000000000000,0,2253.000000000000000,3353.000000000000000,29879.00000000000000,0,0,436.0000000000000000,4.000000000000000000,89.00000000000000000,347.0000000000000000,50090.00000000000000,0,0,13257.00000000000000,0,1961.000000000000000,3215.000000000000000,25744.00000000000000,0,0,188.0000000000000000,3.000000000000000000,123.0000000000000000,230.0000000000000000,44721.00000000000000
F004000,凱基期貨,0,0,11136.00000000000000,0,1244.000000000000000,1469.000000000000000,17708.00000000000000,0,0,150.0000000000000000,2.000000000000000000,20.00000000000000000,1182.000000000000000,32911.00000000000000,0,0,8635.000000000000000,0,1157.000000000000000,1202.000000000000000,15979.00000000000000,0,0,84.00000000000000000,4.000000000000000000,19.00000000000000000,939.000000000000000,28019.00000000000000,0,0,8147.000000000000000,2.000000000000000000,864.0000000000000000,731.0000000000000000,13371.00000000000000,0,0,98.0000000000000000,0,10.00000000000000000,1147.000000000000000,24370.00000000000000,0,0,9304.00000000000000,0,1342.000000000000000,871.0000000000000000,15488.00000000000000,0,1.000000000000000000,89.00000000000000000,0,38.00000000000000000,1392.000000000000000,28525.00000000000000,0,0,7873.000000000000000,0,1288.000000000000000,1299.000000000000000,15336.00000000000000,0,0,55.00000000000000000,0,44.00000000000000000,1380.000000000000000,27275.00000000000000,0,0,12058.00000000000000,0,1902.000000000000000,1284.000000000000000,21640.00000000000000,0,1.000000000000000000,155.0000000000000000,0,15.00000000000000000,1409.000000000000000,38464.00000000000000,0,0,8832.000000000000000,0,1064.000000000000000,1101.000000000000000,15754.00000000000000,0,0,105.0000000000000000,0,58.00000000000000000,1813.000000000000000,28727.00000000000000,0,0,10711.00000000000000,9.000000000000000000,1254.000000000000000,1124.000000000000000,22255.00000000000000,0,0,144.0000000000000000,4.000000000000000000,47.00000000000000000,708.0000000000000000,36256.00000000000000,0,0,10505.00000000000000,0,1540.000000000000000,1169.000000000000000,20986.00000000000000,0,0,217.0000000000000000,2.000000000000000000,57.00000000000000000,1131.000000000000000,35607.00000000000000,0,0,13936.00000000000000,0,2254.000000000000000,1323.000000000000000,27435.00000000000000,0,0,243.0000000000000000,17.00000000000000000,89.00000000000000000,1644.000000000000000,46941.00000000000000,0,0,13659.00000000000000,6.000000000000000000,1813.000000000000000,1748.000000000000000,23379.00000000000000,0,0,190.0000000000000000,0,23.00000000000000000,2092.000000000000000,42910.00000000000000
F021000,寶來曼氏期貨,0,0,10126.00000000000000,0,1257.000000000000000,2101.000000000000000,19224.00000000000000,0,0,41.00000000000000000,10.00000000000000000,85.00000000000000000,961.000000000000000,33805.00000000000000,0,0,7922.000000000000000,5.000000000000000000,1230.000000000000000,1525.000000000000000,17753.00000000000000,0,0,25.00000000000000000,2.000000000000000000,36.00000000000000000,397.0000000000000000,28895.00000000000000,0,0,7088.000000000000000,0,1006.000000000000000,1110.000000000000000,14682.00000000000000,0,0,97.0000000000000000,3.000000000000000000,18.00000000000000000,710.0000000000000000,24714.00000000000000,0,0,8909.000000000000000,10.00000000000000000,1464.000000000000000,1260.000000000000000,19202.00000000000000,0,0,39.00000000000000000,0,33.00000000000000000,478.0000000000000000,31395.00000000000000,0,0,7691.000000000000000,4.000000000000000000,1180.000000000000000,1677.000000000000000,15705.00000000000000,0,0,23.00000000000000000,2.000000000000000000,26.00000000000000000,878.0000000000000000,27186.00000000000000,0,0,11058.00000000000000,0,1731.000000000000000,1831.000000000000000,22807.00000000000000,0,0,48.00000000000000000,7.000000000000000000,15.00000000000000000,488.0000000000000000,37985.00000000000000,0,0,9105.000000000000000,0,1239.000000000000000,1548.000000000000000,15866.00000000000000,0,0,26.00000000000000000,12.00000000000000000,55.00000000000000000,1353.000000000000000,29204.00000000000000,0,0,10447.00000000000000,0,1386.000000000000000,1817.000000000000000,22512.00000000000000,0,0,31.00000000000000000,2.000000000000000000,39.00000000000000000,805.0000000000000000,37039.00000000000000,0,0,10726.00000000000000,0,1570.000000000000000,1609.000000000000000,21629.00000000000000,0,0,93.0000000000000000,3.000000000000000000,45.00000000000000000,936.000000000000000,36611.00000000000000,0,0,13341.00000000000000,0,1954.000000000000000,1836.000000000000000,26643.00000000000000,0,0,83.00000000000000000,3.000000000000000000,78.00000000000000000,478.0000000000000000,44416.00000000000000,0,0,12555.00000000000000,3.000000000000000000,1527.000000000000000,2371.000000000000000,23447.00000000000000,0,0,37.00000000000000000,5.000000000000000000,36.00000000000000000,413.0000000000000000,40394.00000000000000
F002000,永豐期貨,0,0,10910.00000000000000,0,609.0000000000000000,1174.000000000000000,15879.00000000000000,0,0,27.00000000000000000,0,43.00000000000000000,1252.000000000000000,29894.00000000000000,0,0,9137.000000000000000,0,597.0000000000000000,853.0000000000000000,11365.00000000000000,0,0,48.00000000000000000,22.00000000000000000,29.00000000000000000,750.0000000000000000,22801.00000000000000,0,0,8218.000000000000000,0,630.0000000000000000,816.0000000000000000,9509.00000000000000,0,0,58.00000000000000000,0,3.000000000000000000,931.000000000000000,20165.00000000000000,0,0,9831.00000000000000,10.00000000000000000,1002.000000000000000,1245.000000000000000,16451.00000000000000,0,0,34.00000000000000000,7.000000000000000000,43.00000000000000000,1151.000000000000000,29774.00000000000000,0,0,8122.000000000000000,0,938.000000000000000,1298.000000000000000,10525.00000000000000,0,0,77.00000000000000000,5.000000000000000000,40.00000000000000000,1855.000000000000000,22860.00000000000000,0,0,13635.00000000000000,0,1014.000000000000000,1351.000000000000000,18783.00000000000000,0,0,65.00000000000000000,34.00000000000000000,8.000000000000000000,1348.000000000000000,36238.00000000000000,0,0,10281.00000000000000,0,698.0000000000000000,1111.000000000000000,12368.00000000000000,0,0,31.00000000000000000,4.000000000000000000,43.00000000000000000,1577.000000000000000,26113.00000000000000,0,0,12900.00000000000000,3.000000000000000000,682.0000000000000000,1304.000000000000000,17336.00000000000000,2.000000000000000000,0,65.00000000000000000,9.000000000000000000,51.00000000000000000,864.0000000000000000,33216.00000000000000,0,0,12932.00000000000000,0,704.0000000000000000,1134.000000000000000,13838.00000000000000,0,0,69.00000000000000000,18.00000000000000000,16.00000000000000000,779.0000000000000000,29490.00000000000000,0,0,16394.00000000000000,0,927.000000000000000,899.0000000000000000,21545.00000000000000,0,0,52.00000000000000000,29.00000000000000000,10.00000000000000000,1648.000000000000000,41504.00000000000000,0,0,13794.00000000000000,0,848.0000000000000000,1118.000000000000000,17400.00000000000000,0,0,20.00000000000000000,21.00000000000000000,14.00000000000000000,1921.000000000000000,35136.00000000000000
F020000,群益期貨,0,0,8604.000000000000000,0,455.0000000000000000,860.0000000000000000,12493.00000000000000,0,0,15.00000000000000000,1.000000000000000000,27.00000000000000000,6651.000000000000000,29106.00000000000000,0,0,7793.000000000000000,0,375.0000000000000000,527.0000000000000000,12578.00000000000000,0,0,10.00000000000000000,0,26.00000000000000000,993.000000000000000,22302.00000000000000,0,0,7179.000000000000000,0,334.0000000000000000,407.0000000000000000,10653.00000000000000,0,0,15.00000000000000000,1.000000000000000000,15.00000000000000000,1666.000000000000000,20270.00000000000000,0,0,8709.000000000000000,0,578.0000000000000000,569.0000000000000000,13610.00000000000000,0,0,4.000000000000000000,0,11.00000000000000000,1222.000000000000000,24703.00000000000000,0,0,7632.000000000000000,0,419.0000000000000000,737.0000000000000000,11052.00000000000000,0,0,11.00000000000000000,1.000000000000000000,38.00000000000000000,1069.000000000000000,20959.00000000000000,0,0,11169.00000000000000,0,686.0000000000000000,820.0000000000000000,15871.00000000000000,0,0,12.00000000000000000,2.000000000000000000,2.000000000000000000,1139.000000000000000,29701.00000000000000,0,0,8210.000000000000000,0,868.0000000000000000,498.0000000000000000,11954.00000000000000,0,0,34.00000000000000000,2.000000000000000000,16.00000000000000000,2071.000000000000000,23653.00000000000000,0,0,9756.00000000000000,0,652.0000000000000000,640.0000000000000000,15247.00000000000000,0,0,34.00000000000000000,5.000000000000000000,20.00000000000000000,1625.000000000000000,27979.00000000000000,0,0,9416.00000000000000,0,873.0000000000000000,772.0000000000000000,16481.00000000000000,0,0,13.00000000000000000,6.000000000000000000,11.00000000000000000,1346.000000000000000,28918.00000000000000,0,0,12946.00000000000000,0,970.000000000000000,687.0000000000000000,20298.00000000000000,0,0,30.00000000000000000,7.000000000000000000,15.00000000000000000,1048.000000000000000,36001.00000000000000,0,0,11949.00000000000000,0,653.0000000000000000,1061.000000000000000,20209.00000000000000,0,0,16.00000000000000000,5.000000000000000000,7.000000000000000000,2433.000000000000000,36333.00000000000000
F021999,寶來曼氏期貨自營,0,0,6780.000000000000000,0,296.0000000000000000,527.0000000000000000,12246.00000000000000,0,0,0,0,0,1905.000000000000000,21754.00000000000000,0,0,5328.000000000000000,0,371.0000000000000000,391.0000000000000000,8336.000000000000000,0,0,0,0,0,1739.000000000000000,16165.00000000000000,0,0,2880.000000000000000,0,297.0000000000000000,249.0000000000000000,6643.000000000000000,0,0,0,0,0,1809.000000000000000,11878.00000000000000,0,0,5616.000000000000000,0,303.0000000000000000,341.0000000000000000,11678.00000000000000,0,0,0,0,0,1922.000000000000000,19860.00000000000000,0,0,3735.000000000000000,0,305.0000000000000000,381.0000000000000000,5307.000000000000000,0,0,0,0,0,2202.000000000000000,11930.00000000000000,0,0,11262.00000000000000,0,389.0000000000000000,361.0000000000000000,21153.00000000000000,0,0,0,0,0,1467.000000000000000,34632.00000000000000,0,0,6256.000000000000000,0,214.0000000000000000,232.0000000000000000,7005.000000000000000,0,0,0,0,0,2072.000000000000000,15779.00000000000000,0,0,7905.000000000000000,0,309.0000000000000000,398.0000000000000000,16665.00000000000000,0,0,0,0,0,1365.000000000000000,26642.00000000000000,0,0,6487.000000000000000,0,397.0000000000000000,412.0000000000000000,12536.00000000000000,0,0,0,0,0,2274.000000000000000,22106.00000000000000,0,0,8714.000000000000000,0,423.0000000000000000,382.0000000000000000,20586.00000000000000,0,0,6.000000000000000000,0,0,2079.000000000000000,32190.00000000000000,0,0,7955.000000000000000,0,288.0000000000000000,448.0000000000000000,14446.00000000000000,0,0,0,0,0,430.0000000000000000,23567.00000000000000
F007000,日盛期貨,0,0,6656.000000000000000,0,314.0000000000000000,588.0000000000000000,9437.00000000000000,0,0,118.0000000000000000,34.00000000000000000,16.00000000000000000,289.0000000000000000,17452.00000000000000,0,0,5878.000000000000000,0,280.0000000000000000,457.0000000000000000,7908.000000000000000,0,0,2.000000000000000000,1.000000000000000000,23.00000000000000000,105.0000000000000000,14654.00000000000000,0,0,5250.000000000000000,0,281.0000000000000000,237.0000000000000000,8249.000000000000000,0,0,9.000000000000000000,0,18.00000000000000000,220.0000000000000000,14264.00000000000000,0,0,5807.000000000000000,0,346.0000000000000000,397.0000000000000000,9718.00000000000000,0,0,13.00000000000000000,0,20.00000000000000000,257.0000000000000000,16558.00000000000000,0,0,5597.000000000000000,0,406.0000000000000000,530.0000000000000000,8470.000000000000000,0,0,9.000000000000000000,2.000000000000000000,50.00000000000000000,488.0000000000000000,15552.00000000000000,0,0,7609.000000000000000,0,466.0000000000000000,576.0000000000000000,11886.00000000000000,0,0,4.000000000000000000,1.000000000000000000,22.00000000000000000,319.0000000000000000,20883.00000000000000,0,0,5324.000000000000000,0,247.0000000000000000,525.0000000000000000,8227.000000000000000,0,0,4.000000000000000000,0,81.00000000000000000,290.0000000000000000,14698.00000000000000,0,0,6261.000000000000000,0,421.0000000000000000,696.0000000000000000,11208.00000000000000,0,0,13.00000000000000000,30.00000000000000000,25.00000000000000000,357.0000000000000000,19011.00000000000000,0,0,6419.000000000000000,0,759.0000000000000000,467.0000000000000000,9605.00000000000000,0,0,8.000000000000000000,2.000000000000000000,74.00000000000000000,305.0000000000000000,17639.00000000000000,0,0,8538.000000000000000,0,485.0000000000000000,622.0000000000000000,15042.00000000000000,0,0,18.00000000000000000,3.000000000000000000,61.00000000000000000,364.0000000000000000,25133.00000000000000,0,0,7888.000000000000000,0,741.0000000000000000,779.0000000000000000,14863.00000000000000,0,0,20.00000000000000000,1.000000000000000000,10.00000000000000000,185.0000000000000000,24487.00000000000000
S844000,摩根大通證券,0,0,4853.000000000000000,0,109.0000000000000000,202.0000000000000000,11897.00000000000000,0,0,0,0,0,0,17061.00000000000000,0,0,4444.000000000000000,0,138.0000000000000000,200.0000000000000000,11031.00000000000000,0,0,0,0,0,0,15813.00000000000000,0,0,4029.000000000000000,0,64.00000000000000000,347.0000000000000000,10364.00000000000000,0,0,0,0,0,0,14804.00000000000000,0,0,4228.000000000000000,0,41.00000000000000000,32.00000000000000000,10799.00000000000000,0,0,0,0,0,0,15100.00000000000000,0,0,4081.000000000000000,0,83.00000000000000000,180.0000000000000000,11035.00000000000000,0,0,0,0,0,0,15379.00000000000000,0,0,6391.000000000000000,0,81.00000000000000000,108.0000000000000000,14665.00000000000000,0,0,0,0,0,0,21245.00000000000000,0,0,4951.000000000000000,0,64.00000000000000000,152.0000000000000000,11478.00000000000000,0,0,0,0,0,0,16645.00000000000000,0,0,5823.000000000000000,0,67.00000000000000000,142.0000000000000000,14689.00000000000000,0,0,0,0,0,0,20721.00000000000000,0,0,5087.000000000000000,0,141.0000000000000000,134.0000000000000000,13480.00000000000000,0,0,64.00000000000000000,0,0,0,18906.00000000000000,0,0,6043.000000000000000,0,185.0000000000000000,102.0000000000000000,15894.00000000000000,0,0,36.00000000000000000,0,0,0,22260.00000000000000,0,0,5489.000000000000000,0,153.0000000000000000,461.0000000000000000,15761.00000000000000,0,0,0,0,0,0,21864.00000000000000
F008000,統一期貨,0,0,6717.000000000000000,0,367.0000000000000000,709.0000000000000000,9001.000000000000000,0,0,5.000000000000000000,1.000000000000000000,14.00000000000000000,248.0000000000000000,17062.00000000000000,0,0,3891.000000000000000,0,458.0000000000000000,513.0000000000000000,5742.000000000000000,0,0,37.00000000000000000,0,9.000000000000000000,224.0000000000000000,10874.00000000000000,0,0,3885.000000000000000,0,356.0000000000000000,331.0000000000000000,5213.000000000000000,0,0,27.00000000000000000,0,6.000000000000000000,356.0000000000000000,10174.00000000000000,1.000000000000000000,0,4467.000000000000000,0,488.0000000000000000,473.0000000000000000,8667.000000000000000,0,0,33.00000000000000000,0,11.00000000000000000,286.0000000000000000,14426.00000000000000,0,0,5311.000000000000000,0,519.0000000000000000,540.0000000000000000,6025.000000000000000,0,0,22.00000000000000000,0,9.000000000000000000,508.0000000000000000,12934.00000000000000,0,0,6788.000000000000000,0,567.0000000000000000,667.0000000000000000,11345.00000000000000,0,0,34.00000000000000000,0,5.000000000000000000,261.0000000000000000,19667.00000000000000,0,0,5672.000000000000000,0,464.0000000000000000,510.0000000000000000,6333.000000000000000,0,0,7.000000000000000000,0,23.00000000000000000,264.0000000000000000,13273.00000000000000,0,0,5071.000000000000000,0,597.0000000000000000,814.0000000000000000,10196.00000000000000,0,0,4.000000000000000000,2.000000000000000000,26.00000000000000000,389.0000000000000000,17099.00000000000000,0,0,5565.000000000000000,0,712.0000000000000000,866.0000000000000000,10341.00000000000000,0,0,56.00000000000000000,0,13.00000000000000000,373.0000000000000000,17926.00000000000000,0,0,6979.000000000000000,0,883.0000000000000000,649.0000000000000000,12129.00000000000000,0,0,41.00000000000000000,4.000000000000000000,37.00000000000000000,368.0000000000000000,21090.00000000000000,0,0,6155.000000000000000,0,706.0000000000000000,810.0000000000000000,11724.00000000000000,0,0,82.00000000000000000,1.000000000000000000,11.00000000000000000,297.0000000000000000,19786.00000000000000
