期貨商代號,名稱,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,MSF,XIF,GTF,TGF,STF,小計
Date,,20110601,,,,,,,,,,,,,,20110602,,,,,,,,,,,,,,20110603,,,,,,,,,,,,,,20110607,,,,,,,,,,,,,,20110608,,,,,,,,,,,,,,20110609,,,,,,,,,,,,,,20110610,,,,,,,,,,,,,,20110613,,,,,,,,,,,,,,20110614,,,,,,,,,,,,,,20110615,,,,,,,,,,,,,
F006000,元大期貨,0,0,12800.00000000000000,0,1594.000000000000000,2104.000000000000000,25443.00000000000000,0,0,104.0000000000000000,1.000000000000000000,19.00000000000000000,59.00000000000000000,42124.00000000000000,0,0,11609.00000000000000,0,1402.000000000000000,1640.000000000000000,24843.00000000000000,0,0,30.00000000000000000,0,29.00000000000000000,58.00000000000000000,39611.00000000000000,0,0,12481.00000000000000,0,1492.000000000000000,1265.000000000000000,23044.00000000000000,0,0,53.00000000000000000,0,14.00000000000000000,61.00000000000000000,38410.00000000000000,0,0,10290.00000000000000,0,1003.000000000000000,1474.000000000000000,25830.00000000000000,0,0,60.00000000000000000,0,75.00000000000000000,56.00000000000000000,38788.00000000000000,0,0,13346.00000000000000,0,855.0000000000000000,1322.000000000000000,24318.00000000000000,0,0,42.00000000000000000,0,11.00000000000000000,77.00000000000000000,39971.00000000000000,0,0,9074.000000000000000,0,1050.000000000000000,1281.000000000000000,21230.00000000000000,0,0,10.00000000000000000,0,165.0000000000000000,58.00000000000000000,32868.00000000000000,0,0,14729.00000000000000,0,1692.000000000000000,3539.000000000000000,39361.00000000000000,0,0,199.0000000000000000,0,49.00000000000000000,83.00000000000000000,59652.00000000000000,0,0,10791.00000000000000,0,2349.000000000000000,3362.000000000000000,40229.00000000000000,0,0,167.0000000000000000,1.000000000000000000,69.00000000000000000,118.0000000000000000,57086.00000000000000,0,0,10599.00000000000000,0,4368.000000000000000,2225.000000000000000,41381.00000000000000,0,0,417.0000000000000000,0,138.0000000000000000,75.00000000000000000,59203.00000000000000,0,0,12756.00000000000000,0,3022.000000000000000,3587.000000000000000,53445.00000000000000,0,0,525.0000000000000000,1.000000000000000000,19.00000000000000000,161.0000000000000000,73516.00000000000000
F004000,凱基期貨,0,0,10124.00000000000000,1.000000000000000000,889.0000000000000000,1087.000000000000000,20001.00000000000000,0,0,128.0000000000000000,3.000000000000000000,24.00000000000000000,389.0000000000000000,32646.00000000000000,0,0,9411.00000000000000,0,934.000000000000000,696.0000000000000000,19030.00000000000000,0,0,81.00000000000000000,6.000000000000000000,19.00000000000000000,263.0000000000000000,30440.00000000000000,0,0,10769.00000000000000,0,1095.000000000000000,783.0000000000000000,20667.00000000000000,0,0,133.0000000000000000,2.000000000000000000,13.00000000000000000,606.0000000000000000,34068.00000000000000,0,0,10983.00000000000000,0,1085.000000000000000,996.000000000000000,20599.00000000000000,0,2.000000000000000000,92.00000000000000000,2.000000000000000000,21.00000000000000000,398.0000000000000000,34178.00000000000000,0,0,12887.00000000000000,0,1011.000000000000000,956.000000000000000,22060.00000000000000,0,0,166.0000000000000000,2.000000000000000000,9.000000000000000000,235.0000000000000000,37326.00000000000000,0,0,10047.00000000000000,0,1040.000000000000000,1118.000000000000000,18207.00000000000000,0,0,126.0000000000000000,1.000000000000000000,10.00000000000000000,1047.000000000000000,31596.00000000000000,0,0,16886.00000000000000,0,1727.000000000000000,1834.000000000000000,38219.00000000000000,0,0,310.0000000000000000,27.00000000000000000,19.00000000000000000,755.0000000000000000,59777.00000000000000,0,0,12554.00000000000000,12.00000000000000000,1304.000000000000000,1283.000000000000000,23610.00000000000000,0,0,230.0000000000000000,15.00000000000000000,20.00000000000000000,638.0000000000000000,39666.00000000000000,0,0,11385.00000000000000,0,1478.000000000000000,1230.000000000000000,26987.00000000000000,0,0,304.0000000000000000,0,26.00000000000000000,384.0000000000000000,41794.00000000000000,0,0,15395.00000000000000,1.000000000000000000,2335.000000000000000,2327.000000000000000,31682.00000000000000,0,0,742.0000000000000000,3.000000000000000000,16.00000000000000000,849.0000000000000000,53350.00000000000000
F021000,寶來曼氏期貨,0,0,8931.000000000000000,0,1159.000000000000000,1698.000000000000000,20473.00000000000000,0,0,36.00000000000000000,1.000000000000000000,23.00000000000000000,1295.000000000000000,33616.00000000000000,0,0,8129.000000000000000,0,1039.000000000000000,1212.000000000000000,15391.00000000000000,0,0,45.00000000000000000,0,36.00000000000000000,1356.000000000000000,27208.00000000000000,0,0,8956.000000000000000,0,1235.000000000000000,1240.000000000000000,18013.00000000000000,0,0,39.00000000000000000,0,11.00000000000000000,938.000000000000000,30432.00000000000000,0,0,9464.00000000000000,0,1107.000000000000000,1279.000000000000000,21446.00000000000000,0,0,83.00000000000000000,0,25.00000000000000000,1157.000000000000000,34561.00000000000000,0,0,10734.00000000000000,0,1105.000000000000000,970.000000000000000,19859.00000000000000,0,0,30.00000000000000000,0,22.00000000000000000,282.0000000000000000,33002.00000000000000,0,0,8328.000000000000000,0,1075.000000000000000,1164.000000000000000,18717.00000000000000,0,0,22.00000000000000000,5.000000000000000000,32.00000000000000000,248.0000000000000000,29591.00000000000000,0,0,14517.00000000000000,0,1708.000000000000000,2379.000000000000000,30109.00000000000000,0,0,62.00000000000000000,5.000000000000000000,40.00000000000000000,333.0000000000000000,49153.00000000000000,0,0,11426.00000000000000,1.000000000000000000,1195.000000000000000,1417.000000000000000,25658.00000000000000,0,0,26.00000000000000000,63.00000000000000000,25.00000000000000000,511.0000000000000000,40322.00000000000000,0,0,10352.00000000000000,0,1358.000000000000000,1129.000000000000000,26031.00000000000000,0,0,29.00000000000000000,64.00000000000000000,34.00000000000000000,648.0000000000000000,39645.00000000000000,0,0,13067.00000000000000,0,1835.000000000000000,1734.000000000000000,30247.00000000000000,0,0,94.0000000000000000,0,25.00000000000000000,767.0000000000000000,47769.00000000000000
F002000,永豐期貨,0,0,12834.00000000000000,0,349.0000000000000000,907.0000000000000000,15391.00000000000000,0,0,53.00000000000000000,9.000000000000000000,6.000000000000000000,320.0000000000000000,29869.00000000000000,0,0,9954.00000000000000,0,509.0000000000000000,793.0000000000000000,15307.00000000000000,0,0,67.00000000000000000,6.000000000000000000,6.000000000000000000,151.0000000000000000,26793.00000000000000,0,0,11949.00000000000000,0,546.0000000000000000,1007.000000000000000,13007.00000000000000,0,0,69.00000000000000000,12.00000000000000000,3.000000000000000000,219.0000000000000000,26812.00000000000000,0,0,11865.00000000000000,0,646.0000000000000000,1044.000000000000000,17310.00000000000000,0,0,83.00000000000000000,7.000000000000000000,10.00000000000000000,528.0000000000000000,31493.00000000000000,0,0,12706.00000000000000,0,534.0000000000000000,758.0000000000000000,18657.00000000000000,0,0,56.00000000000000000,8.000000000000000000,17.00000000000000000,188.0000000000000000,32924.00000000000000,0,0,9865.00000000000000,0,498.0000000000000000,800.0000000000000000,14147.00000000000000,0,0,55.00000000000000000,9.000000000000000000,5.000000000000000000,148.0000000000000000,25527.00000000000000,0,0,19498.00000000000000,2.000000000000000000,939.000000000000000,2372.000000000000000,31119.00000000000000,0,0,72.00000000000000000,8.000000000000000000,17.00000000000000000,430.0000000000000000,54457.00000000000000,0,0,14280.00000000000000,3.000000000000000000,639.0000000000000000,997.000000000000000,20187.00000000000000,0,0,84.00000000000000000,6.000000000000000000,21.00000000000000000,394.0000000000000000,36611.00000000000000,0,0,13093.00000000000000,0,1159.000000000000000,1207.000000000000000,19850.00000000000000,0,0,76.00000000000000000,12.00000000000000000,21.00000000000000000,196.0000000000000000,35614.00000000000000,0,0,18116.00000000000000,0,1214.000000000000000,1174.000000000000000,27921.00000000000000,0,0,42.00000000000000000,43.00000000000000000,2.000000000000000000,737.0000000000000000,49249.00000000000000
F020000,群益期貨,0,0,9555.00000000000000,0,487.0000000000000000,1123.000000000000000,17461.00000000000000,0,0,12.00000000000000000,4.000000000000000000,38.00000000000000000,499.0000000000000000,29179.00000000000000,0,0,9340.00000000000000,0,418.0000000000000000,737.0000000000000000,13581.00000000000000,0,0,22.00000000000000000,5.000000000000000000,22.00000000000000000,767.0000000000000000,24892.00000000000000,0,0,9701.00000000000000,0,521.0000000000000000,698.0000000000000000,16908.00000000000000,0,0,15.00000000000000000,0,14.00000000000000000,665.0000000000000000,28522.00000000000000,0,0,10283.00000000000000,0,601.0000000000000000,755.0000000000000000,15982.00000000000000,0,0,32.00000000000000000,2.000000000000000000,3.000000000000000000,584.0000000000000000,28242.00000000000000,0,0,12221.00000000000000,0,405.0000000000000000,629.0000000000000000,16949.00000000000000,0,0,8.000000000000000000,1.000000000000000000,18.00000000000000000,560.0000000000000000,30791.00000000000000,0,0,10343.00000000000000,0,496.0000000000000000,780.0000000000000000,12689.00000000000000,0,0,27.00000000000000000,0,16.00000000000000000,465.0000000000000000,24816.00000000000000,0,0,15447.00000000000000,0,916.0000000000000000,1117.000000000000000,23879.00000000000000,0,0,34.00000000000000000,0,53.00000000000000000,708.0000000000000000,42154.00000000000000,0,0,12081.00000000000000,8.000000000000000000,403.0000000000000000,879.0000000000000000,18507.00000000000000,0,0,6.000000000000000000,7.000000000000000000,39.00000000000000000,682.0000000000000000,32612.00000000000000,0,0,10223.00000000000000,0,790.0000000000000000,2235.000000000000000,22284.00000000000000,0,0,103.0000000000000000,5.000000000000000000,31.00000000000000000,562.0000000000000000,36233.00000000000000,0,0,13734.00000000000000,0,831.0000000000000000,2429.000000000000000,23801.00000000000000,0,0,135.0000000000000000,11.00000000000000000,19.00000000000000000,1138.000000000000000,42098.00000000000000
F021999,寶來曼氏期貨自營,0,0,9632.00000000000000,0,209.0000000000000000,310.0000000000000000,10681.00000000000000,0,0,2.000000000000000000,0,0,716.0000000000000000,21550.00000000000000,0,0,8219.000000000000000,0,332.0000000000000000,288.0000000000000000,7328.000000000000000,0,0,8.000000000000000000,0,0,491.0000000000000000,16666.00000000000000,0,0,6790.000000000000000,0,186.0000000000000000,278.0000000000000000,10061.00000000000000,0,0,0,0,0,474.0000000000000000,17789.00000000000000,0,0,6099.000000000000000,0,316.0000000000000000,373.0000000000000000,13248.00000000000000,0,0,0,0,0,466.0000000000000000,20502.00000000000000,0,0,14236.00000000000000,0,227.0000000000000000,320.0000000000000000,11997.00000000000000,0,0,0,0,0,502.0000000000000000,27282.00000000000000,0,0,7272.000000000000000,0,213.0000000000000000,301.0000000000000000,7452.000000000000000,0,0,0,0,0,413.0000000000000000,15651.00000000000000,0,0,19170.00000000000000,0,278.0000000000000000,270.0000000000000000,20432.00000000000000,0,0,0,0,0,648.0000000000000000,40798.00000000000000,0,0,9535.00000000000000,0,132.0000000000000000,241.0000000000000000,14956.00000000000000,0,0,0,0,0,660.0000000000000000,25524.00000000000000,0,0,9346.00000000000000,0,106.0000000000000000,160.0000000000000000,9308.00000000000000,0,0,0,0,0,405.0000000000000000,19325.00000000000000,0,0,25983.00000000000000,0,205.0000000000000000,328.0000000000000000,19631.00000000000000,0,0,0,0,0,642.0000000000000000,46789.00000000000000
S844000,摩根大通證券,0,0,4804.000000000000000,0,87.00000000000000000,129.0000000000000000,11517.00000000000000,0,0,0,0,0,0,16537.00000000000000,0,0,4919.000000000000000,0,174.0000000000000000,369.0000000000000000,13355.00000000000000,0,0,0,0,0,0,18817.00000000000000,0,0,5364.000000000000000,0,176.0000000000000000,296.0000000000000000,11721.00000000000000,0,0,15.00000000000000000,0,0,0,17572.00000000000000,0,0,5123.000000000000000,0,176.0000000000000000,239.0000000000000000,12372.00000000000000,0,0,101.0000000000000000,0,0,0,18011.00000000000000,0,0,5427.000000000000000,0,87.00000000000000000,83.00000000000000000,13348.00000000000000,0,0,53.00000000000000000,0,0,0,18998.00000000000000,0,0,5932.000000000000000,0,117.0000000000000000,186.0000000000000000,12227.00000000000000,0,0,12.00000000000000000,0,0,0,18474.00000000000000,0,0,8350.000000000000000,0,106.0000000000000000,226.0000000000000000,19414.00000000000000,0,0,0,0,0,0,28096.00000000000000,0,0,6608.000000000000000,0,293.0000000000000000,550.0000000000000000,16887.00000000000000,0,0,0,0,0,0,24338.00000000000000,0,0,6815.000000000000000,0,522.0000000000000000,1255.000000000000000,21441.00000000000000,0,0,0,0,0,0,30033.00000000000000,0,0,5385.000000000000000,0,504.0000000000000000,542.0000000000000000,14501.00000000000000,0,0,60.00000000000000000,0,0,0,20992.00000000000000
F007000,日盛期貨,0,0,5799.000000000000000,0,388.0000000000000000,452.0000000000000000,9869.00000000000000,0,0,24.00000000000000000,66.00000000000000000,42.00000000000000000,36.00000000000000000,16676.00000000000000,0,0,5756.000000000000000,0,240.0000000000000000,379.0000000000000000,8557.000000000000000,0,0,19.00000000000000000,0,13.00000000000000000,22.00000000000000000,14986.00000000000000,0,0,6223.000000000000000,0,327.0000000000000000,773.0000000000000000,12872.00000000000000,0,0,16.00000000000000000,64.00000000000000000,47.00000000000000000,22.00000000000000000,20344.00000000000000,0,0,7232.000000000000000,0,337.0000000000000000,621.0000000000000000,11115.00000000000000,0,0,104.0000000000000000,0,32.00000000000000000,30.00000000000000000,19471.00000000000000,0,0,7902.000000000000000,0,304.0000000000000000,375.0000000000000000,11166.00000000000000,0,0,131.0000000000000000,5.000000000000000000,26.00000000000000000,50.00000000000000000,19959.00000000000000,0,0,5754.000000000000000,0,266.0000000000000000,529.0000000000000000,12400.00000000000000,0,0,79.00000000000000000,0,28.00000000000000000,91.00000000000000000,19147.00000000000000,0,0,10068.00000000000000,0,571.0000000000000000,591.0000000000000000,17755.00000000000000,0,0,74.00000000000000000,51.00000000000000000,37.00000000000000000,195.0000000000000000,29342.00000000000000,0,0,7804.000000000000000,0,508.0000000000000000,531.0000000000000000,13262.00000000000000,0,0,35.00000000000000000,20.00000000000000000,3.000000000000000000,187.0000000000000000,22350.00000000000000,0,0,7196.000000000000000,0,1441.000000000000000,653.0000000000000000,20048.00000000000000,0,0,27.00000000000000000,16.00000000000000000,25.00000000000000000,299.0000000000000000,29705.00000000000000,0,0,9516.00000000000000,0,408.0000000000000000,416.0000000000000000,15330.00000000000000,0,0,177.0000000000000000,30.00000000000000000,6.000000000000000000,201.0000000000000000,26084.00000000000000
F029000,康和期貨,0,0,6659.000000000000000,0,169.0000000000000000,401.0000000000000000,6694.000000000000000,0,0,5.000000000000000000,0,7.000000000000000000,136.0000000000000000,14071.00000000000000,0,0,6747.000000000000000,0,179.0000000000000000,332.0000000000000000,5766.000000000000000,0,0,3.000000000000000000,0,6.000000000000000000,64.00000000000000000,13097.00000000000000,0,0,7325.000000000000000,0,130.0000000000000000,302.0000000000000000,6713.000000000000000,0,0,3.000000000000000000,0,6.000000000000000000,96.0000000000000000,14575.00000000000000,0,0,7948.000000000000000,0,201.0000000000000000,374.0000000000000000,8408.000000000000000,0,0,5.000000000000000000,2.000000000000000000,15.00000000000000000,131.0000000000000000,17084.00000000000000,0,0,8422.000000000000000,0,211.0000000000000000,349.0000000000000000,9168.000000000000000,0,0,2.000000000000000000,0,3.000000000000000000,68.00000000000000000,18223.00000000000000,0,0,7813.000000000000000,0,202.0000000000000000,395.0000000000000000,6312.000000000000000,0,0,4.000000000000000000,0,6.000000000000000000,82.00000000000000000,14814.00000000000000,0,0,10264.00000000000000,0,366.0000000000000000,595.0000000000000000,10901.00000000000000,0,0,18.00000000000000000,0,8.000000000000000000,81.00000000000000000,22233.00000000000000,0,0,8628.000000000000000,0,287.0000000000000000,433.0000000000000000,9985.00000000000000,0,0,0,0,4.000000000000000000,237.0000000000000000,19574.00000000000000,0,0,8048.000000000000000,0,291.0000000000000000,472.0000000000000000,8634.000000000000000,0,0,10.00000000000000000,0,42.00000000000000000,195.0000000000000000,17692.00000000000000,0,0,9923.00000000000000,0,348.0000000000000000,511.0000000000000000,10572.00000000000000,0,0,8.000000000000000000,2.000000000000000000,5.000000000000000000,67.00000000000000000,21436.00000000000000
