期貨商代號,名稱,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
Date,,20111003,,,,,,,,,,,,,20111004,,,,,,,,,,,,,20111005,,,,,,,,,,,,,20111006,,,,,,,,,,,,,20111007,,,,,,,,,,,,,20111011,,,,,,,,,,,,,20111012,,,,,,,,,,,,,20111013,,,,,,,,,,,,,20111014,,,,,,,,,,,,
F006000,元大期貨,0,0,14260.00000000000000,0,1803.000000000000000,3735.000000000000000,31611.00000000000000,0,193.0000000000000000,3.000000000000000000,40.00000000000000000,260.0000000000000000,51905.00000000000000,0,0,15484.00000000000000,0,1952.000000000000000,4053.000000000000000,36033.00000000000000,0,89.00000000000000000,2.000000000000000000,80.00000000000000000,290.0000000000000000,57983.00000000000000,0,0,14855.00000000000000,0,1700.000000000000000,3118.000000000000000,25368.00000000000000,1.000000000000000000,56.00000000000000000,0,70.00000000000000000,158.0000000000000000,45326.00000000000000,0,0,15373.00000000000000,0,2116.000000000000000,3614.000000000000000,29749.00000000000000,0,295.0000000000000000,0,23.00000000000000000,248.0000000000000000,51418.00000000000000,0,0,15394.00000000000000,0,2057.000000000000000,3058.000000000000000,27934.00000000000000,3.000000000000000000,141.0000000000000000,0,4.000000000000000000,233.0000000000000000,48824.00000000000000,0,0,9386.00000000000000,0,1484.000000000000000,2410.000000000000000,23274.00000000000000,0,139.0000000000000000,1.000000000000000000,122.0000000000000000,362.0000000000000000,37178.00000000000000,0,0,12142.00000000000000,0,1148.000000000000000,2056.000000000000000,24532.00000000000000,0,94.0000000000000000,0,11.00000000000000000,175.0000000000000000,40158.00000000000000,0,0,12043.00000000000000,0,1673.000000000000000,2500.000000000000000,24373.00000000000000,0,132.0000000000000000,6.000000000000000000,114.0000000000000000,321.0000000000000000,41162.00000000000000,0,0,9405.00000000000000,0,1280.000000000000000,1578.000000000000000,21671.00000000000000,1.000000000000000000,163.0000000000000000,1.000000000000000000,7.000000000000000000,171.0000000000000000,34277.00000000000000
F004000,凱基期貨,0,0,13252.00000000000000,2.000000000000000000,1525.000000000000000,1477.000000000000000,20312.00000000000000,0,130.0000000000000000,3.000000000000000000,29.00000000000000000,731.0000000000000000,37461.00000000000000,0,0,16357.00000000000000,0,1541.000000000000000,963.000000000000000,43319.00000000000000,0,113.0000000000000000,1.000000000000000000,32.00000000000000000,1121.000000000000000,63447.00000000000000,0,0,14461.00000000000000,0,1095.000000000000000,693.0000000000000000,31549.00000000000000,0,58.00000000000000000,1.000000000000000000,49.00000000000000000,924.000000000000000,48830.00000000000000,0,0,14069.00000000000000,0,2035.000000000000000,1302.000000000000000,26666.00000000000000,0,210.0000000000000000,1.000000000000000000,27.00000000000000000,934.000000000000000,45244.00000000000000,4.000000000000000000,0,15278.00000000000000,4.000000000000000000,1524.000000000000000,857.0000000000000000,23593.00000000000000,0,156.0000000000000000,0,27.00000000000000000,759.0000000000000000,42202.00000000000000,0,0,10462.00000000000000,3.000000000000000000,1058.000000000000000,853.0000000000000000,15603.00000000000000,0,136.0000000000000000,0,50.00000000000000000,923.000000000000000,29088.00000000000000,0,0,12791.00000000000000,1.000000000000000000,1478.000000000000000,828.0000000000000000,20973.00000000000000,0,127.0000000000000000,1.000000000000000000,20.00000000000000000,771.0000000000000000,36990.00000000000000,0,0,13893.00000000000000,0,1840.000000000000000,890.0000000000000000,22367.00000000000000,0,22.00000000000000000,0,35.00000000000000000,1114.000000000000000,40161.00000000000000,0,0,10869.00000000000000,0,1370.000000000000000,707.0000000000000000,17888.00000000000000,0,72.00000000000000000,1.000000000000000000,18.00000000000000000,1214.000000000000000,32139.00000000000000
F002000,永豐期貨,0,0,18707.00000000000000,0,726.0000000000000000,883.0000000000000000,15746.00000000000000,0,10.00000000000000000,7.000000000000000000,23.00000000000000000,174.0000000000000000,36276.00000000000000,0,0,21196.00000000000000,0,622.0000000000000000,851.0000000000000000,21315.00000000000000,1.000000000000000000,26.00000000000000000,3.000000000000000000,86.00000000000000000,181.0000000000000000,44281.00000000000000,0,0,18053.00000000000000,0,716.0000000000000000,798.0000000000000000,15967.00000000000000,0,62.00000000000000000,27.00000000000000000,49.00000000000000000,236.0000000000000000,35908.00000000000000,0,0,18453.00000000000000,0,1072.000000000000000,1211.000000000000000,16362.00000000000000,2.000000000000000000,62.00000000000000000,3.000000000000000000,64.00000000000000000,217.0000000000000000,37446.00000000000000,0,0,17848.00000000000000,1.000000000000000000,642.0000000000000000,1058.000000000000000,17239.00000000000000,3.000000000000000000,41.00000000000000000,15.00000000000000000,11.00000000000000000,268.0000000000000000,37126.00000000000000,0,0,13586.00000000000000,1.000000000000000000,638.0000000000000000,1170.000000000000000,11765.00000000000000,0,11.00000000000000000,1.000000000000000000,61.00000000000000000,279.0000000000000000,27512.00000000000000,0,0,16196.00000000000000,0,641.0000000000000000,1053.000000000000000,16324.00000000000000,0,28.00000000000000000,12.00000000000000000,7.000000000000000000,237.0000000000000000,34498.00000000000000,0,0,16275.00000000000000,0,722.0000000000000000,861.0000000000000000,14699.00000000000000,0,18.00000000000000000,9.000000000000000000,54.00000000000000000,241.0000000000000000,32879.00000000000000,0,0,13396.00000000000000,0,600.0000000000000000,462.0000000000000000,12554.00000000000000,1.000000000000000000,24.00000000000000000,22.00000000000000000,31.00000000000000000,138.0000000000000000,27228.00000000000000
F021000,寶來曼氏期貨,0,0,12569.00000000000000,2.000000000000000000,1335.000000000000000,1906.000000000000000,20836.00000000000000,0,18.00000000000000000,14.00000000000000000,26.00000000000000000,400.0000000000000000,37106.00000000000000,0,0,15325.00000000000000,0,1349.000000000000000,1809.000000000000000,26011.00000000000000,0,25.00000000000000000,1.000000000000000000,88.00000000000000000,419.0000000000000000,45027.00000000000000,0,0,13435.00000000000000,0,1260.000000000000000,1559.000000000000000,18898.00000000000000,0,11.00000000000000000,4.000000000000000000,49.00000000000000000,320.0000000000000000,35536.00000000000000,0,0,13557.00000000000000,2.000000000000000000,1512.000000000000000,1894.000000000000000,20735.00000000000000,0,34.00000000000000000,0,32.00000000000000000,402.0000000000000000,38168.00000000000000,4.000000000000000000,0,14391.00000000000000,7.000000000000000000,1941.000000000000000,2292.000000000000000,23158.00000000000000,0,84.00000000000000000,1.000000000000000000,24.00000000000000000,350.0000000000000000,42252.00000000000000,0,0,9337.00000000000000,4.000000000000000000,1209.000000000000000,1771.000000000000000,14308.00000000000000,0,9.000000000000000000,1.000000000000000000,42.00000000000000000,439.0000000000000000,27120.00000000000000,0,0,11448.00000000000000,3.000000000000000000,1030.000000000000000,1125.000000000000000,17764.00000000000000,0,5.000000000000000000,4.000000000000000000,26.00000000000000000,320.0000000000000000,31725.00000000000000,0,0,12018.00000000000000,0,1737.000000000000000,1485.000000000000000,19526.00000000000000,0,15.00000000000000000,4.000000000000000000,57.00000000000000000,313.0000000000000000,35155.00000000000000,0,0,9073.000000000000000,0,1309.000000000000000,854.0000000000000000,15484.00000000000000,0,47.00000000000000000,3.000000000000000000,18.00000000000000000,302.0000000000000000,27090.00000000000000
F020000,群益期貨,0,0,11293.00000000000000,0,651.0000000000000000,793.0000000000000000,17460.00000000000000,0,10.00000000000000000,2.000000000000000000,7.000000000000000000,844.0000000000000000,31060.00000000000000,0,0,14048.00000000000000,0,877.0000000000000000,882.0000000000000000,19697.00000000000000,0,21.00000000000000000,1.000000000000000000,27.00000000000000000,758.0000000000000000,36311.00000000000000,0,0,11925.00000000000000,0,634.0000000000000000,691.0000000000000000,15083.00000000000000,0,1.000000000000000000,1.000000000000000000,10.00000000000000000,495.0000000000000000,28840.00000000000000,0,0,12912.00000000000000,2.000000000000000000,729.0000000000000000,826.0000000000000000,17934.00000000000000,0,23.00000000000000000,1.000000000000000000,7.000000000000000000,744.0000000000000000,33178.00000000000000,0,0,12350.00000000000000,0,770.0000000000000000,1870.000000000000000,14938.00000000000000,0,20.00000000000000000,2.000000000000000000,7.000000000000000000,335.0000000000000000,30292.00000000000000,0,0,8210.000000000000000,0,522.0000000000000000,824.0000000000000000,10763.00000000000000,0,19.00000000000000000,0,6.000000000000000000,753.0000000000000000,21097.00000000000000,0,0,10869.00000000000000,0,610.0000000000000000,570.0000000000000000,14192.00000000000000,0,9.000000000000000000,1.000000000000000000,5.000000000000000000,766.0000000000000000,27022.00000000000000,0,0,11293.00000000000000,0,679.0000000000000000,514.0000000000000000,14813.00000000000000,0,4.000000000000000000,6.000000000000000000,5.000000000000000000,1031.000000000000000,28345.00000000000000,0,0,8457.000000000000000,0,536.0000000000000000,374.0000000000000000,12161.00000000000000,0,19.00000000000000000,0,7.000000000000000000,454.0000000000000000,22008.00000000000000
F021999,寶來曼氏期貨自營,0,0,19958.00000000000000,0,445.0000000000000000,401.0000000000000000,18746.00000000000000,0,20.00000000000000000,0,6.000000000000000000,833.0000000000000000,40409.00000000000000,0,0,22070.00000000000000,0,373.0000000000000000,232.0000000000000000,17825.00000000000000,0,2.000000000000000000,0,6.000000000000000000,889.0000000000000000,41397.00000000000000,0,0,15727.00000000000000,0,398.0000000000000000,288.0000000000000000,10225.00000000000000,0,0,0,0,591.0000000000000000,27229.00000000000000,0,0,16541.00000000000000,0,466.0000000000000000,481.0000000000000000,14011.00000000000000,0,0,0,0,490.0000000000000000,31989.00000000000000,0,0,14206.00000000000000,0,502.0000000000000000,512.0000000000000000,12266.00000000000000,0,10.00000000000000000,0,0,593.0000000000000000,28089.00000000000000,0,0,10151.00000000000000,0,256.0000000000000000,312.0000000000000000,11276.00000000000000,0,0,0,30.00000000000000000,479.0000000000000000,22504.00000000000000,0,0,12072.00000000000000,0,314.0000000000000000,235.0000000000000000,11531.00000000000000,0,24.00000000000000000,0,0,408.0000000000000000,24584.00000000000000,0,0,6288.000000000000000,0,446.0000000000000000,315.0000000000000000,7512.000000000000000,0,0,0,10.00000000000000000,387.0000000000000000,14958.00000000000000,0,0,6332.000000000000000,0,392.0000000000000000,272.0000000000000000,7077.000000000000000,0,2.000000000000000000,0,20.00000000000000000,367.0000000000000000,14462.00000000000000
F008000,統一期貨,0,0,6403.000000000000000,0,163.0000000000000000,511.0000000000000000,12661.00000000000000,0,2.000000000000000000,0,44.00000000000000000,562.0000000000000000,20346.00000000000000,0,0,7910.000000000000000,0,240.0000000000000000,422.0000000000000000,15206.00000000000000,0,2.000000000000000000,0,48.00000000000000000,452.0000000000000000,24280.00000000000000,0,0,5963.000000000000000,0,172.0000000000000000,459.0000000000000000,12489.00000000000000,0,0,0,16.00000000000000000,308.0000000000000000,19407.00000000000000,0,0,6991.000000000000000,0,504.0000000000000000,610.0000000000000000,12441.00000000000000,0,4.000000000000000000,2.000000000000000000,41.00000000000000000,203.0000000000000000,20796.00000000000000,0,0,7023.000000000000000,0,485.0000000000000000,457.0000000000000000,12221.00000000000000,0,26.00000000000000000,0,37.00000000000000000,278.0000000000000000,20527.00000000000000,0,0,4904.000000000000000,0,446.0000000000000000,215.0000000000000000,10050.00000000000000,0,10.00000000000000000,0,31.00000000000000000,509.0000000000000000,16165.00000000000000,0,0,5554.000000000000000,0,390.0000000000000000,564.0000000000000000,10567.00000000000000,0,0,0,34.00000000000000000,344.0000000000000000,17453.00000000000000,0,0,6560.000000000000000,0,343.0000000000000000,256.0000000000000000,10619.00000000000000,0,1.000000000000000000,0,26.00000000000000000,410.0000000000000000,18215.00000000000000,0,0,4698.000000000000000,0,253.0000000000000000,213.0000000000000000,8079.000000000000000,0,5.000000000000000000,1.000000000000000000,10.00000000000000000,279.0000000000000000,13538.00000000000000
F007000,日盛期貨,0,0,7647.000000000000000,0,164.0000000000000000,358.0000000000000000,11213.00000000000000,0,2.000000000000000000,2.000000000000000000,10.00000000000000000,77.00000000000000000,19473.00000000000000,0,0,8758.000000000000000,0,314.0000000000000000,684.0000000000000000,12738.00000000000000,0,4.000000000000000000,0,15.00000000000000000,64.00000000000000000,22577.00000000000000,0,0,7494.000000000000000,0,361.0000000000000000,533.0000000000000000,11705.00000000000000,0,2.000000000000000000,0,30.00000000000000000,32.00000000000000000,20157.00000000000000,0,0,7905.000000000000000,0,310.0000000000000000,656.0000000000000000,11642.00000000000000,0,6.000000000000000000,0,12.00000000000000000,60.00000000000000000,20591.00000000000000,0,0,7887.000000000000000,0,554.0000000000000000,483.0000000000000000,9592.00000000000000,0,238.0000000000000000,0,21.00000000000000000,154.0000000000000000,18929.00000000000000,0,0,5586.000000000000000,0,358.0000000000000000,451.0000000000000000,7237.000000000000000,0,105.0000000000000000,5.000000000000000000,11.00000000000000000,170.0000000000000000,13923.00000000000000,0,0,7020.000000000000000,0,217.0000000000000000,425.0000000000000000,8802.000000000000000,0,106.0000000000000000,10.00000000000000000,2.000000000000000000,136.0000000000000000,16718.00000000000000,0,0,7218.000000000000000,0,403.0000000000000000,567.0000000000000000,9817.00000000000000,0,6.000000000000000000,6.000000000000000000,10.00000000000000000,185.0000000000000000,18212.00000000000000,0,0,5425.000000000000000,0,191.0000000000000000,377.0000000000000000,6965.000000000000000,0,3.000000000000000000,57.00000000000000000,5.000000000000000000,166.0000000000000000,13189.00000000000000
F029000,康和期貨,0,0,9158.000000000000000,0,140.0000000000000000,233.0000000000000000,8453.000000000000000,0,2.000000000000000000,0,9.000000000000000000,79.00000000000000000,18074.00000000000000,0,0,10912.00000000000000,0,151.0000000000000000,234.0000000000000000,11322.00000000000000,0,0,0,39.00000000000000000,92.00000000000000000,22750.00000000000000,0,0,9902.00000000000000,0,128.0000000000000000,167.0000000000000000,9680.00000000000000,0,2.000000000000000000,1.000000000000000000,17.00000000000000000,60.00000000000000000,19957.00000000000000,0,0,10227.00000000000000,0,333.0000000000000000,277.0000000000000000,9361.00000000000000,0,2.000000000000000000,1.000000000000000000,11.00000000000000000,153.0000000000000000,20365.00000000000000,0,0,9667.00000000000000,0,308.0000000000000000,354.0000000000000000,9447.00000000000000,0,11.00000000000000000,2.000000000000000000,5.000000000000000000,114.0000000000000000,19908.00000000000000,0,0,6688.000000000000000,0,148.0000000000000000,284.0000000000000000,6953.000000000000000,0,6.000000000000000000,0,27.00000000000000000,148.0000000000000000,14254.00000000000000,0,0,8090.000000000000000,0,231.0000000000000000,195.0000000000000000,6992.000000000000000,0,10.00000000000000000,0,12.00000000000000000,205.0000000000000000,15735.00000000000000,0,0,8643.000000000000000,0,381.0000000000000000,259.0000000000000000,8331.000000000000000,0,6.000000000000000000,0,9.000000000000000000,99.0000000000000000,17728.00000000000000,0,0,6706.000000000000000,0,257.0000000000000000,190.0000000000000000,6220.000000000000000,0,9.000000000000000000,0,8.000000000000000000,43.00000000000000000,13433.00000000000000
