期貨商代號,名稱,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計
Date,,20120402,,,,,,,,,,,,,20120403,,,,,,,,,,,,,20120405,,,,,,,,,,,,,20120406,,,,,,,,,,,,,20120409,,,,,,,,,,,,,20120410,,,,,,,,,,,,,20120411,,,,,,,,,,,,,20120412,,,,,,,,,,,,,20120413,,,,,,,,,,,,
F021000,元大寶來期貨,0,0,26720.00000000000000,0,3136.000000000000000,4686.000000000000000,42569.00000000000000,0,125.0000000000000000,2.000000000000000000,38.00000000000000000,740.0000000000000000,78016.00000000000000,2.000000000000000000,0,42047.00000000000000,0,4957.000000000000000,7972.000000000000000,64685.00000000000000,0,307.0000000000000000,9.000000000000000000,34.00000000000000000,1194.000000000000000,121207.0000000000000,0,0,39336.00000000000000,0,3535.000000000000000,5186.000000000000000,64821.00000000000000,0,209.0000000000000000,34.00000000000000000,77.00000000000000000,1318.000000000000000,114516.0000000000000,0,0,27073.00000000000000,0,2825.000000000000000,3108.000000000000000,47081.00000000000000,0,235.0000000000000000,40.00000000000000000,32.00000000000000000,1514.000000000000000,81908.00000000000000,0,0,32790.00000000000000,0,2974.000000000000000,3161.000000000000000,49390.00000000000000,0,134.0000000000000000,8.000000000000000000,52.00000000000000000,1110.000000000000000,89619.00000000000000,0,0,34049.00000000000000,0,3569.000000000000000,4453.000000000000000,53693.00000000000000,0,139.0000000000000000,35.00000000000000000,26.00000000000000000,928.000000000000000,96892.0000000000000,0,0,34765.00000000000000,0,3370.000000000000000,3372.000000000000000,58311.00000000000000,2.000000000000000000,102.0000000000000000,4.000000000000000000,45.00000000000000000,1546.000000000000000,101517.0000000000000,0,0,32345.00000000000000,0,3232.000000000000000,3754.000000000000000,60032.00000000000000,0,229.0000000000000000,3.000000000000000000,38.00000000000000000,1201.000000000000000,100834.0000000000000,0,0,33802.00000000000000,0,3115.000000000000000,3817.000000000000000,53690.00000000000000,0,78.00000000000000000,22.00000000000000000,39.00000000000000000,1488.000000000000000,96051.0000000000000
F004000,凱基期貨,0,0,10429.00000000000000,0,318.0000000000000000,477.0000000000000000,15768.00000000000000,0,10.00000000000000000,2.000000000000000000,2.000000000000000000,392.0000000000000000,27398.00000000000000,0,0,15768.00000000000000,1.000000000000000000,719.0000000000000000,833.0000000000000000,23225.00000000000000,0,2.000000000000000000,2.000000000000000000,1.000000000000000000,699.0000000000000000,41250.00000000000000,0,0,14696.00000000000000,13.00000000000000000,603.0000000000000000,577.0000000000000000,26036.00000000000000,0,102.0000000000000000,2.000000000000000000,10.00000000000000000,867.0000000000000000,42906.00000000000000,0,0,12506.00000000000000,4.000000000000000000,677.0000000000000000,698.0000000000000000,17879.00000000000000,0,2.000000000000000000,2.000000000000000000,2.000000000000000000,518.0000000000000000,32288.00000000000000,0,0,12228.00000000000000,0,684.0000000000000000,630.0000000000000000,18805.00000000000000,0,21.00000000000000000,3.000000000000000000,8.000000000000000000,302.0000000000000000,32681.00000000000000,0,0,12614.00000000000000,0,955.000000000000000,1259.000000000000000,20981.00000000000000,0,30.00000000000000000,0,4.000000000000000000,634.0000000000000000,36477.00000000000000,0,0,14391.00000000000000,0,745.0000000000000000,605.0000000000000000,18237.00000000000000,0,24.00000000000000000,0,5.000000000000000000,1095.000000000000000,35102.00000000000000,0,0,12766.00000000000000,0,612.0000000000000000,668.0000000000000000,20228.00000000000000,0,27.00000000000000000,0,3.000000000000000000,433.0000000000000000,34737.00000000000000,0,0,13414.00000000000000,2.000000000000000000,815.0000000000000000,836.0000000000000000,20656.00000000000000,0,14.00000000000000000,1.000000000000000000,1.000000000000000000,839.0000000000000000,36578.00000000000000
F020000,群益期貨,0,0,11129.00000000000000,0,258.0000000000000000,389.0000000000000000,13180.00000000000000,0,12.00000000000000000,2.000000000000000000,4.000000000000000000,459.0000000000000000,25433.00000000000000,0,0,16772.00000000000000,0,566.0000000000000000,569.0000000000000000,23024.00000000000000,0,3.000000000000000000,12.00000000000000000,3.000000000000000000,1021.000000000000000,41970.00000000000000,0,0,15682.00000000000000,8.000000000000000000,628.0000000000000000,535.0000000000000000,22674.00000000000000,0,12.00000000000000000,11.00000000000000000,17.00000000000000000,938.000000000000000,40505.00000000000000,0,0,12413.00000000000000,4.000000000000000000,380.0000000000000000,415.0000000000000000,15330.00000000000000,0,14.00000000000000000,4.000000000000000000,2.000000000000000000,471.0000000000000000,29033.00000000000000,0,0,14544.00000000000000,0,357.0000000000000000,346.0000000000000000,19222.00000000000000,0,2.000000000000000000,2.000000000000000000,9.000000000000000000,450.0000000000000000,34932.00000000000000,0,0,13521.00000000000000,0,665.0000000000000000,603.0000000000000000,18972.00000000000000,0,26.00000000000000000,1.000000000000000000,9.000000000000000000,740.0000000000000000,34537.00000000000000,0,0,13605.00000000000000,0,391.0000000000000000,450.0000000000000000,18667.00000000000000,0,10.00000000000000000,0,10.00000000000000000,673.0000000000000000,33806.00000000000000,0,0,12904.00000000000000,0,328.0000000000000000,385.0000000000000000,20584.00000000000000,0,9.000000000000000000,6.000000000000000000,11.00000000000000000,747.0000000000000000,34974.00000000000000,0,0,12634.00000000000000,0,402.0000000000000000,463.0000000000000000,22709.00000000000000,0,0,6.000000000000000000,12.00000000000000000,804.0000000000000000,37030.00000000000000
F002000,永豐期貨,0,0,10484.00000000000000,1.000000000000000000,310.0000000000000000,447.0000000000000000,10506.00000000000000,0,30.00000000000000000,18.00000000000000000,3.000000000000000000,265.0000000000000000,22064.00000000000000,0,0,17197.00000000000000,0,864.0000000000000000,1229.000000000000000,18721.00000000000000,0,106.0000000000000000,37.00000000000000000,8.000000000000000000,423.0000000000000000,38585.00000000000000,0,0,17707.00000000000000,1.000000000000000000,709.0000000000000000,767.0000000000000000,18226.00000000000000,0,111.0000000000000000,16.00000000000000000,25.00000000000000000,414.0000000000000000,37976.00000000000000,0,0,12460.00000000000000,0,489.0000000000000000,701.0000000000000000,11297.00000000000000,0,75.00000000000000000,45.00000000000000000,8.000000000000000000,348.0000000000000000,25423.00000000000000,0,0,14668.00000000000000,0,610.0000000000000000,421.0000000000000000,14111.00000000000000,0,3.000000000000000000,5.000000000000000000,7.000000000000000000,323.0000000000000000,30148.00000000000000,0,0,13207.00000000000000,0,815.0000000000000000,1007.000000000000000,14288.00000000000000,0,98.0000000000000000,0,17.00000000000000000,293.0000000000000000,29725.00000000000000,0,0,15754.00000000000000,2.000000000000000000,686.0000000000000000,692.0000000000000000,13803.00000000000000,0,28.00000000000000000,28.00000000000000000,7.000000000000000000,297.0000000000000000,31297.00000000000000,0,0,14850.00000000000000,0,416.0000000000000000,735.0000000000000000,14089.00000000000000,0,86.00000000000000000,2.000000000000000000,8.000000000000000000,316.0000000000000000,30502.00000000000000,0,0,13044.00000000000000,0,413.0000000000000000,1271.000000000000000,15091.00000000000000,0,64.00000000000000000,2.000000000000000000,8.000000000000000000,552.0000000000000000,30445.00000000000000
F008000,統一期貨,0,0,4393.000000000000000,0,171.0000000000000000,339.0000000000000000,8292.000000000000000,0,0,0,9.000000000000000000,510.0000000000000000,13714.00000000000000,0,0,7823.000000000000000,0,509.0000000000000000,561.0000000000000000,15045.00000000000000,0,0,2.000000000000000000,14.00000000000000000,625.0000000000000000,24579.00000000000000,0,0,6176.000000000000000,0,371.0000000000000000,393.0000000000000000,17026.00000000000000,0,0,3.000000000000000000,48.00000000000000000,1135.000000000000000,25152.00000000000000,0,0,5213.000000000000000,0,289.0000000000000000,457.0000000000000000,9848.00000000000000,0,0,6.000000000000000000,7.000000000000000000,495.0000000000000000,16315.00000000000000,0,0,6518.000000000000000,0,353.0000000000000000,335.0000000000000000,12606.00000000000000,0,0,14.00000000000000000,29.00000000000000000,498.0000000000000000,20353.00000000000000,0,0,5886.000000000000000,0,409.0000000000000000,803.0000000000000000,10128.00000000000000,0,6.000000000000000000,10.00000000000000000,21.00000000000000000,712.0000000000000000,17975.00000000000000,0,0,7003.000000000000000,0,479.0000000000000000,520.0000000000000000,13789.00000000000000,0,2.000000000000000000,6.000000000000000000,9.000000000000000000,518.0000000000000000,22326.00000000000000,0,0,6249.000000000000000,0,237.0000000000000000,345.0000000000000000,11799.00000000000000,0,2.000000000000000000,4.000000000000000000,16.00000000000000000,351.0000000000000000,19003.00000000000000,0,0,6253.000000000000000,0,453.0000000000000000,525.0000000000000000,12014.00000000000000,0,4.000000000000000000,6.000000000000000000,22.00000000000000000,265.0000000000000000,19542.00000000000000
F021999,元大寶來期貨自營,0,0,3836.000000000000000,0,411.0000000000000000,318.0000000000000000,7495.000000000000000,0,0,0,0,541.0000000000000000,12601.00000000000000,0,0,6600.000000000000000,0,604.0000000000000000,675.0000000000000000,19466.00000000000000,0,2.000000000000000000,0,0,737.0000000000000000,28084.00000000000000,0,0,4900.000000000000000,0,613.0000000000000000,635.0000000000000000,16945.00000000000000,0,16.00000000000000000,0,0,1125.000000000000000,24234.00000000000000,0,0,3627.000000000000000,0,411.0000000000000000,477.0000000000000000,7645.000000000000000,0,0,0,0,606.0000000000000000,12766.00000000000000,0,0,3941.000000000000000,0,598.0000000000000000,603.0000000000000000,15429.00000000000000,0,0,0,0,519.0000000000000000,21090.00000000000000,0,0,3763.000000000000000,0,618.0000000000000000,922.0000000000000000,13970.00000000000000,0,0,0,0,494.0000000000000000,19767.00000000000000,0,0,4912.000000000000000,0,611.0000000000000000,658.0000000000000000,11338.00000000000000,0,0,0,0,416.0000000000000000,17935.00000000000000,0,0,4121.000000000000000,0,516.0000000000000000,452.0000000000000000,10514.00000000000000,0,0,0,6.000000000000000000,288.0000000000000000,15897.00000000000000,0,0,4725.000000000000000,0,515.0000000000000000,636.0000000000000000,12355.00000000000000,0,8.000000000000000000,0,0,488.0000000000000000,18727.00000000000000
S980999,元大寶來證券自營,0,0,222.0000000000000000,0,64.00000000000000000,48.00000000000000000,1400.000000000000000,0,39.00000000000000000,12.00000000000000000,17.00000000000000000,9306.00000000000000,11108.00000000000000,0,0,1223.000000000000000,0,220.0000000000000000,170.0000000000000000,5386.000000000000000,0,150.0000000000000000,15.00000000000000000,20.00000000000000000,15394.00000000000000,22578.00000000000000,0,0,1849.000000000000000,0,176.0000000000000000,174.0000000000000000,6359.000000000000000,0,130.0000000000000000,33.00000000000000000,67.00000000000000000,16747.00000000000000,25535.00000000000000,0,0,1676.000000000000000,0,121.0000000000000000,116.0000000000000000,4350.000000000000000,0,139.0000000000000000,50.00000000000000000,59.00000000000000000,12671.00000000000000,19182.00000000000000,0,0,1601.000000000000000,0,108.0000000000000000,132.0000000000000000,4039.000000000000000,0,113.0000000000000000,34.00000000000000000,39.00000000000000000,12026.00000000000000,18092.00000000000000,0,0,711.0000000000000000,0,227.0000000000000000,208.0000000000000000,4786.000000000000000,0,261.0000000000000000,45.00000000000000000,44.00000000000000000,15044.00000000000000,21326.00000000000000,0,0,1701.000000000000000,0,223.0000000000000000,172.0000000000000000,5391.000000000000000,0,124.0000000000000000,18.00000000000000000,57.00000000000000000,13590.00000000000000,21276.00000000000000,0,0,961.000000000000000,0,205.0000000000000000,134.0000000000000000,3596.000000000000000,0,209.0000000000000000,57.00000000000000000,80.00000000000000000,13331.00000000000000,18573.00000000000000,0,0,538.0000000000000000,0,189.0000000000000000,114.0000000000000000,4788.000000000000000,0,128.0000000000000000,40.00000000000000000,52.00000000000000000,11496.00000000000000,17345.00000000000000
F007000,日盛期貨,0,0,5433.000000000000000,1.000000000000000000,190.0000000000000000,300.0000000000000000,6616.000000000000000,0,0,28.00000000000000000,5.000000000000000000,105.0000000000000000,12678.00000000000000,0,0,8864.000000000000000,1.000000000000000000,349.0000000000000000,344.0000000000000000,9960.00000000000000,0,7.000000000000000000,41.00000000000000000,2.000000000000000000,151.0000000000000000,19719.00000000000000,0,0,7912.000000000000000,0,165.0000000000000000,230.0000000000000000,12549.00000000000000,0,0,20.00000000000000000,11.00000000000000000,123.0000000000000000,21010.00000000000000,0,0,6314.000000000000000,0,179.0000000000000000,214.0000000000000000,8105.000000000000000,0,2.000000000000000000,44.00000000000000000,19.00000000000000000,110.0000000000000000,14987.00000000000000,0,0,7825.000000000000000,0,392.0000000000000000,161.0000000000000000,10611.00000000000000,0,2.000000000000000000,44.00000000000000000,4.000000000000000000,151.0000000000000000,19190.00000000000000,0,0,6957.000000000000000,0,307.0000000000000000,246.0000000000000000,9478.00000000000000,0,1.000000000000000000,43.00000000000000000,9.000000000000000000,118.0000000000000000,17159.00000000000000,0,0,7644.000000000000000,0,249.0000000000000000,181.0000000000000000,11272.00000000000000,0,1.000000000000000000,26.00000000000000000,5.000000000000000000,71.00000000000000000,19449.00000000000000,0,0,6861.000000000000000,0,235.0000000000000000,200.0000000000000000,8458.000000000000000,0,43.00000000000000000,78.00000000000000000,1.000000000000000000,110.0000000000000000,15986.00000000000000,0,0,6486.000000000000000,0,269.0000000000000000,449.0000000000000000,10306.00000000000000,0,39.00000000000000000,9.000000000000000000,9.000000000000000000,103.0000000000000000,17670.00000000000000
F029000,康和期貨,0,0,6840.000000000000000,0,139.0000000000000000,224.0000000000000000,6628.000000000000000,0,15.00000000000000000,0,10.00000000000000000,841.0000000000000000,14697.00000000000000,0,0,10686.00000000000000,0,214.0000000000000000,286.0000000000000000,10099.00000000000000,0,6.000000000000000000,20.00000000000000000,4.000000000000000000,715.0000000000000000,22030.00000000000000,0,0,8702.000000000000000,0,160.0000000000000000,311.0000000000000000,7421.000000000000000,0,2.000000000000000000,8.000000000000000000,54.00000000000000000,629.0000000000000000,17287.00000000000000,0,0,7769.000000000000000,0,173.0000000000000000,219.0000000000000000,6149.000000000000000,0,2.000000000000000000,5.000000000000000000,2.000000000000000000,501.0000000000000000,14820.00000000000000,0,0,8228.000000000000000,0,177.0000000000000000,192.0000000000000000,7657.000000000000000,0,2.000000000000000000,10.00000000000000000,11.00000000000000000,632.0000000000000000,16909.00000000000000,0,0,8140.000000000000000,0,211.0000000000000000,351.0000000000000000,7222.000000000000000,0,12.00000000000000000,10.00000000000000000,9.000000000000000000,79.00000000000000000,16034.00000000000000,0,0,9078.000000000000000,2.000000000000000000,224.0000000000000000,335.0000000000000000,6194.000000000000000,0,5.000000000000000000,3.000000000000000000,12.00000000000000000,89.00000000000000000,15942.00000000000000,0,0,8087.000000000000000,0,175.0000000000000000,249.0000000000000000,6823.000000000000000,0,8.000000000000000000,0,21.00000000000000000,109.0000000000000000,15472.00000000000000,0,0,8147.000000000000000,0,192.0000000000000000,377.0000000000000000,6137.000000000000000,0,8.000000000000000000,0,15.00000000000000000,166.0000000000000000,15042.00000000000000
